return_id,order_id,product_id,return_date,return_reason,refund_amount
1252,47134,1724,2026-02-08,Late Delivery,511.5
1253,23364,1293,2025-11-10,Customer Changed Mind,1711.92
1254,82227,2196,2025-10-01,Defective Product,1855.1
1255,42698,1408,2025-03-28,Defective Product,7607.37
1256,42497,1463,2025-09-25,Late Delivery,9010.94
1257,21210,222,2025-06-04,Damaged Product,714.06
1258,48697,683,2026-04-27,Damaged Product,8607.95
1259,47,1475,2025-04-24,Defective Product,7306.74
1260,60730,1032,2025-03-26,Customer Changed Mind,9713.1
1261,2915,2403,2025-11-08,Late Delivery,1549.22
1262,43383,327,2026-03-08,Late Delivery,4857.77
1263,6860,2430,2026-01-11,Late Delivery,4217.26
1264,76569,934,2026-02-07,Customer Changed Mind,8762.86
1265,85153,339,2025-06-04,Defective Product,4789.3
1266,61490,651,2025-06-08,Damaged Product,4027.86
1267,58668,1025,2026-06-25,Customer Changed Mind,615.76
1268,23104,286,2025-03-18,Wrong Item Delivered,286.68
1269,63532,2358,2026-06-05,Damaged Product,8937.93
1270,46469,1577,2024-09-25,Late Delivery,1453.46
1271,63537,161,2026-01-07,Customer Changed Mind,4804.81
1272,51718,776,2025-08-27,Late Delivery,5030.27
1273,9857,1157,2026-01-19,Customer Changed Mind,6830.43
1274,7457,297,2024-08-18,Late Delivery,9343.7
1275,35870,561,2025-02-09,Wrong Item Delivered,5281.46
1276,97442,1123,2024-10-08,Damaged Product,3590.57
1277,5904,1797,2026-01-19,Damaged Product,5794.89
1278,12305,1833,2025-10-09,Defective Product,4912.01
1279,59591,1623,2025-04-13,Wrong Item Delivered,6096.97
1280,70101,2154,2025-08-26,Customer Changed Mind,5547.66
1281,57769,1274,2025-06-20,Defective Product,8958.83
1282,96710,265,2025-03-06,Damaged Product,8195.2
1283,25236,1242,2025-08-05,Defective Product,5146.84
1284,80532,1486,2026-01-18,Late Delivery,2964.85
1285,64641,2364,2025-05-28,Customer Changed Mind,3119.7
1286,58820,2028,2024-07-15,Defective Product,2128.73
1287,29971,10,2025-05-11,Wrong Item Delivered,1280.4
1288,68085,304,2025-12-23,Customer Changed Mind,9443.2
1289,86808,2366,2026-05-15,Defective Product,7538.65
1290,2911,1720,2025-08-13,Customer Changed Mind,5438.78
1291,79381,2062,2026-01-10,Defective Product,3808.0
1292,4739,992,2025-03-31,Defective Product,8037.79
1293,8032,909,2025-01-05,Wrong Item Delivered,1059.01
1294,37197,1574,2025-02-23,Defective Product,740.0
1295,65115,93,2024-09-30,Wrong Item Delivered,5570.37
1296,90047,1372,2026-05-07,Customer Changed Mind,3238.3
1297,78096,530,2024-08-19,Customer Changed Mind,5278.96
1298,95429,1204,2025-08-26,Customer Changed Mind,7051.03
1299,43137,437,2025-04-08,Wrong Item Delivered,8139.74
1300,39766,943,2025-10-24,Late Delivery,2095.81
1301,26776,299,2026-04-13,Customer Changed Mind,4408.99
1302,16294,2381,2024-09-04,Late Delivery,3661.58
1303,52911,1513,2025-05-10,Customer Changed Mind,862.97
1304,24328,336,2025-06-30,Defective Product,3756.84
1305,39924,1934,2025-12-16,Wrong Item Delivered,7040.83
1306,19783,112,2025-01-27,Defective Product,4990.95
1307,21118,9,2025-06-20,Customer Changed Mind,7494.4
1308,44638,1178,2025-06-27,Late Delivery,4841.38
1309,69712,727,2026-03-23,Wrong Item Delivered,3913.28
1310,20297,2072,2025-01-14,Wrong Item Delivered,2825.05
1311,727,1793,2025-06-22,Wrong Item Delivered,1026.88
1312,86064,1229,2024-09-18,Damaged Product,1850.87
1313,37676,2289,2026-03-07,Wrong Item Delivered,9913.64
1314,10201,726,2024-07-21,Wrong Item Delivered,3689.86
1315,51867,2120,2024-10-22,Wrong Item Delivered,9970.54
1316,49164,2391,2026-03-07,Defective Product,5621.9
1317,105,37,2025-07-24,Late Delivery,4604.72
1318,66911,1088,2026-06-18,Wrong Item Delivered,9823.74
1319,27180,1484,2025-05-28,Damaged Product,2204.39
1320,55417,1333,2025-05-18,Customer Changed Mind,3671.13
1321,87850,41,2025-09-24,Defective Product,4901.82
1322,32440,2080,2025-09-27,Defective Product,4487.55
1323,90834,2131,2025-02-08,Wrong Item Delivered,3183.76
1324,52483,1348,2024-09-25,Customer Changed Mind,5718.3
1325,33052,2163,2026-07-06,Defective Product,3751.22
1326,99195,1784,2024-07-28,Wrong Item Delivered,9971.78
1327,18080,1369,2025-08-16,Defective Product,1824.52
1328,55137,1939,2024-10-02,Wrong Item Delivered,4631.88
1329,54482,249,2024-12-26,Defective Product,2580.14
1330,35555,791,2024-10-20,Customer Changed Mind,3568.48
1331,63712,1034,2026-03-07,Customer Changed Mind,6994.03
1332,7606,127,2025-10-21,Damaged Product,1696.73
1333,62705,1542,2024-07-23,Customer Changed Mind,1376.31
1334,50594,716,2025-03-01,Late Delivery,4770.81
1335,85193,274,2025-01-10,Customer Changed Mind,6621.38
1336,84473,1076,2025-01-14,Customer Changed Mind,8358.28
1337,22190,1476,2025-09-07,Damaged Product,1292.45
1338,69925,1883,2025-01-12,Customer Changed Mind,2987.45
1339,94809,694,2026-01-15,Customer Changed Mind,6189.2
1340,95466,2195,2025-07-26,Late Delivery,3483.97
1341,17726,630,2026-01-16,Late Delivery,6231.67
1342,371,1442,2024-12-17,Defective Product,9531.61
1343,34759,448,2025-01-14,Customer Changed Mind,5228.69
1344,38916,1236,2024-09-13,Damaged Product,9479.21
1345,90288,303,2026-05-07,Defective Product,2000.25
1346,52765,390,2026-04-30,Customer Changed Mind,7127.03
1347,25025,146,2024-12-14,Defective Product,1803.46
1348,103,1455,2025-12-02,Customer Changed Mind,2986.33
1349,50601,1759,2025-04-17,Customer Changed Mind,2762.39
1350,46094,1728,2026-05-19,Late Delivery,5443.75
1351,58287,1038,2026-06-11,Damaged Product,4374.86
1352,19210,2292,2026-04-15,Late Delivery,6316.53
1353,69721,1794,2025-09-07,Late Delivery,4044.44
1354,66418,3,2024-07-15,Wrong Item Delivered,999.34
1355,41291,889,2024-09-10,Customer Changed Mind,1335.71
1356,66959,2326,2024-09-11,Defective Product,4559.34
1357,54167,631,2025-03-31,Wrong Item Delivered,9887.74
1358,93379,2003,2024-12-02,Defective Product,9830.04
1359,3076,1308,2026-05-06,Damaged Product,8909.92
1360,23179,245,2025-08-27,Wrong Item Delivered,3030.58
1361,42334,831,2025-11-03,Late Delivery,9535.05
1362,71770,2088,2025-10-18,Wrong Item Delivered,2427.23
1363,97044,1248,2026-01-05,Late Delivery,7146.48
1364,45083,577,2025-04-30,Late Delivery,5441.77
1365,59411,842,2026-02-22,Late Delivery,3079.42
1366,57136,2432,2025-07-22,Defective Product,1882.04
1367,88505,2353,2026-05-09,Defective Product,3835.39
1368,408,1794,2025-05-19,Wrong Item Delivered,3463.88
1369,25756,991,2026-01-21,Defective Product,3832.49
1370,28084,2185,2025-08-03,Wrong Item Delivered,2599.92
1371,83859,1346,2024-09-25,Late Delivery,5435.72
1372,33288,1118,2024-10-01,Customer Changed Mind,5752.74
1373,83222,1704,2025-10-18,Defective Product,399.06
1374,2381,1023,2024-11-26,Customer Changed Mind,9332.88
1375,47773,1809,2025-01-16,Customer Changed Mind,6504.18
1376,3232,2216,2025-10-09,Defective Product,5599.74
1377,41624,165,2025-10-04,Customer Changed Mind,6004.52
1378,98587,2129,2025-07-31,Damaged Product,5026.94
1379,47168,527,2024-11-13,Defective Product,4535.27
1380,19456,1351,2026-05-21,Customer Changed Mind,6960.78
1381,17273,955,2025-09-17,Customer Changed Mind,4978.41
1382,97634,1347,2025-12-27,Wrong Item Delivered,5654.02
1383,46922,134,2026-06-08,Wrong Item Delivered,7955.25
1384,65520,1570,2025-08-30,Defective Product,2134.61
1385,2877,2425,2024-08-05,Damaged Product,3115.71
1386,78276,2097,2024-09-27,Damaged Product,7587.48
1387,68247,11,2025-06-20,Customer Changed Mind,724.44
1388,22514,2221,2024-10-23,Late Delivery,2740.86
1389,25927,89,2024-08-06,Damaged Product,1251.63
1390,54335,360,2025-01-02,Damaged Product,9943.42
1391,93623,430,2024-12-04,Wrong Item Delivered,2198.99
1392,16257,1068,2025-01-17,Customer Changed Mind,9226.04
1393,34904,2143,2025-05-20,Wrong Item Delivered,6262.86
1394,68510,1385,2025-04-08,Damaged Product,2576.57
1395,89704,543,2025-07-31,Customer Changed Mind,3868.29
1396,66017,607,2024-09-15,Customer Changed Mind,3709.63
1397,79754,1441,2024-07-17,Defective Product,3825.39
1398,19137,1989,2024-10-28,Late Delivery,7125.96
1399,20696,691,2024-11-09,Customer Changed Mind,9351.96
1400,75355,2420,2025-06-21,Damaged Product,3791.28
1401,27588,2470,2025-05-06,Damaged Product,5639.75
1402,39076,1654,2025-10-23,Wrong Item Delivered,3198.01
1403,59890,1703,2025-07-27,Wrong Item Delivered,8168.82
1404,3914,1456,2025-03-24,Damaged Product,3362.5
1405,31423,2129,2025-12-27,Defective Product,7194.88
1406,9306,615,2025-10-05,Late Delivery,9972.32
1407,68168,1902,2025-09-30,Wrong Item Delivered,6586.31
1408,18953,1363,2025-11-23,Wrong Item Delivered,9943.46
1409,47708,892,2025-11-16,Damaged Product,9471.65
1410,7256,878,2025-11-03,Damaged Product,7293.58
1411,89779,590,2024-09-20,Customer Changed Mind,1271.17
1412,85995,1010,2025-06-15,Wrong Item Delivered,1737.7
1413,65646,1519,2024-10-07,Customer Changed Mind,6119.3
1414,70514,1431,2025-09-29,Defective Product,1121.11
1415,95080,428,2025-09-12,Customer Changed Mind,3829.27
1416,59784,2478,2025-06-20,Late Delivery,8321.41
1417,60035,1599,2026-02-22,Wrong Item Delivered,9439.86
1418,3175,312,2026-03-06,Late Delivery,6867.7
1419,2971,137,2026-07-02,Damaged Product,5701.08
1420,33926,1714,2025-09-13,Late Delivery,4410.07
1421,93633,254,2025-02-10,Defective Product,2470.85
1422,3755,2450,2024-07-22,Defective Product,842.38
1423,3068,599,2025-07-20,Defective Product,7593.75
1424,99131,308,2024-12-22,Defective Product,6525.01
1425,74129,282,2025-02-20,Wrong Item Delivered,8588.82
1426,63125,1240,2025-04-04,Defective Product,7778.62
1427,90614,1715,2024-09-02,Damaged Product,6248.81
1428,6522,2057,2025-07-06,Defective Product,9112.32
1429,91084,663,2024-09-26,Customer Changed Mind,198.97
1430,71253,2457,2024-08-16,Defective Product,8625.43
1431,4503,1113,2026-02-19,Late Delivery,9201.64
1432,13924,386,2026-07-04,Late Delivery,6682.55
1433,52686,1277,2026-04-03,Damaged Product,1781.96
1434,76614,389,2025-01-29,Defective Product,2222.98
1435,20444,1767,2024-07-26,Customer Changed Mind,8790.97
1436,28753,437,2026-05-08,Damaged Product,263.18
1437,1320,2472,2025-05-06,Damaged Product,2289.07
1438,88508,399,2026-04-25,Customer Changed Mind,5243.32
1439,52596,535,2026-04-30,Wrong Item Delivered,7802.36
1440,48256,101,2025-03-05,Customer Changed Mind,730.24
1441,30250,30,2026-03-30,Defective Product,5774.03
1442,63995,1440,2024-09-21,Defective Product,6686.86
1443,17270,578,2025-01-30,Damaged Product,6373.09
1444,69413,889,2024-12-21,Customer Changed Mind,3696.88
1445,9342,1191,2024-11-21,Late Delivery,7179.09
1446,75823,1465,2026-04-23,Late Delivery,271.42
1447,75287,1013,2024-09-01,Customer Changed Mind,3166.26
1448,46805,2346,2025-02-22,Customer Changed Mind,6900.34
1449,14018,1255,2024-09-24,Defective Product,9691.87
1450,54370,1155,2025-03-15,Damaged Product,527.19
1451,40922,2259,2026-05-21,Damaged Product,5980.82
1452,73065,2214,2026-03-07,Damaged Product,7635.73
1453,81142,2394,2026-05-07,Defective Product,6743.35
1454,71900,1265,2025-10-30,Late Delivery,9917.92
1455,7475,49,2025-02-21,Late Delivery,5561.8
1456,59585,416,2026-02-28,Late Delivery,8904.41
1457,54202,1065,2026-03-19,Defective Product,4508.14
1458,40693,2223,2025-09-26,Defective Product,3589.88
1459,57355,206,2025-01-04,Late Delivery,4487.96
1460,91828,1428,2025-05-31,Late Delivery,8533.21
1461,14300,762,2026-04-18,Late Delivery,5849.34
1462,99200,219,2025-07-11,Wrong Item Delivered,4356.1
1463,6457,861,2025-12-24,Defective Product,5750.67
1464,51686,582,2026-06-06,Customer Changed Mind,5418.07
1465,73587,63,2025-10-24,Defective Product,9223.12
1466,63329,1114,2024-12-21,Defective Product,9737.58
1467,31157,1936,2025-02-05,Defective Product,4040.66
1468,87388,319,2025-10-16,Defective Product,8954.03
1469,80789,1204,2025-09-17,Defective Product,8154.89
1470,24728,625,2024-08-23,Defective Product,6376.37
1471,11239,319,2024-11-22,Customer Changed Mind,4594.09
1472,95684,286,2025-07-11,Late Delivery,3903.07
1473,19872,721,2025-03-26,Damaged Product,5507.21
1474,14137,880,2024-10-13,Damaged Product,8725.02
1475,55606,1862,2024-10-20,Damaged Product,9601.1
1476,33567,580,2025-05-27,Customer Changed Mind,8010.23
1477,31792,2435,2026-02-02,Customer Changed Mind,5603.08
1478,70036,108,2026-01-25,Customer Changed Mind,8819.53
1479,25253,1531,2025-05-11,Wrong Item Delivered,245.95
1480,92337,867,2026-01-06,Damaged Product,729.52
1481,76240,1237,2025-02-08,Defective Product,5962.53
1482,17786,302,2026-06-03,Late Delivery,8501.04
1483,24085,387,2026-06-01,Damaged Product,7263.42
1484,45337,1532,2025-02-09,Damaged Product,2941.77
1485,85751,1658,2025-07-07,Damaged Product,6163.84
1486,13603,1727,2026-06-11,Customer Changed Mind,8811.53
1487,23618,2381,2025-06-07,Damaged Product,1064.37
1488,33338,2416,2025-09-02,Defective Product,3980.08
1489,72998,2462,2025-08-13,Late Delivery,5329.34
1490,89289,760,2024-11-15,Wrong Item Delivered,4418.23
1491,97589,1494,2026-02-03,Late Delivery,2016.5
1492,29910,2341,2025-07-18,Damaged Product,6236.59
1493,30702,1166,2025-10-01,Late Delivery,7770.56
1494,86538,1242,2024-08-13,Defective Product,6391.64
1495,98610,882,2024-08-23,Customer Changed Mind,7224.7
1496,38480,136,2026-07-08,Customer Changed Mind,3394.72
1497,6755,132,2024-08-26,Customer Changed Mind,5288.25
1498,41514,595,2024-08-01,Defective Product,4570.9
1499,45304,2449,2025-02-09,Wrong Item Delivered,3420.46
1500,38021,962,2024-09-20,Late Delivery,4635.21
1501,48542,629,2025-02-19,Wrong Item Delivered,8847.49
1502,33696,2277,2026-06-10,Defective Product,5845.62
1503,86345,2050,2026-07-06,Damaged Product,3557.92
1504,3428,2004,2024-12-11,Wrong Item Delivered,5278.94
1505,57319,1004,2025-12-17,Defective Product,5578.93
1506,5986,2076,2024-10-17,Late Delivery,2819.97
1507,47451,466,2024-10-22,Late Delivery,1120.88
1508,4059,565,2026-03-06,Defective Product,5460.72
1509,64439,1945,2025-07-25,Wrong Item Delivered,7925.87
1510,80563,64,2025-08-24,Late Delivery,3152.25
1511,48215,1504,2025-10-10,Customer Changed Mind,5553.63
1512,61058,565,2025-03-17,Wrong Item Delivered,2172.82
1513,90035,1263,2025-02-22,Customer Changed Mind,9872.16
1514,6455,2299,2025-08-16,Customer Changed Mind,1676.8
1515,7001,759,2025-04-24,Wrong Item Delivered,5335.64
1516,83477,1923,2026-03-19,Defective Product,6443.18
1517,69828,1908,2024-10-03,Customer Changed Mind,9954.71
1518,63166,1860,2026-03-09,Defective Product,3255.98
1519,69611,1196,2024-12-28,Customer Changed Mind,123.47
1520,82110,2351,2024-12-18,Late Delivery,1370.62
1521,31017,1244,2025-10-24,Late Delivery,5369.64
1522,9692,730,2026-04-29,Customer Changed Mind,6488.63
1523,84859,188,2025-11-26,Defective Product,5309.58
1524,94425,1391,2025-08-03,Wrong Item Delivered,1960.61
1525,31928,1007,2026-02-14,Customer Changed Mind,3228.95
1526,778,2335,2026-04-15,Damaged Product,743.8
1527,34180,656,2026-06-11,Damaged Product,1806.62
1528,80259,1180,2025-05-13,Customer Changed Mind,1887.3
1529,42498,2211,2024-11-12,Wrong Item Delivered,6898.01
1530,58333,1709,2026-04-22,Customer Changed Mind,1897.13
1531,43958,1710,2025-07-12,Wrong Item Delivered,7502.1
1532,17095,1092,2024-10-29,Defective Product,3084.97
1533,72577,231,2026-05-30,Customer Changed Mind,9729.5
1534,89734,1185,2026-04-02,Late Delivery,7009.86
1535,53748,1869,2025-08-29,Wrong Item Delivered,7092.49
1536,55686,423,2025-03-28,Customer Changed Mind,879.37
1537,24406,2355,2024-12-11,Customer Changed Mind,970.96
1538,69913,1178,2024-08-20,Defective Product,1956.75
1539,99050,1627,2025-01-11,Wrong Item Delivered,9481.73
1540,64655,595,2024-10-16,Customer Changed Mind,1253.3
1541,30001,1784,2025-09-14,Wrong Item Delivered,4283.26
1542,24034,1102,2025-02-23,Customer Changed Mind,6531.58
1543,1205,665,2025-04-05,Customer Changed Mind,6044.48
1544,95735,1589,2024-12-06,Late Delivery,2234.12
1545,72083,261,2025-02-09,Late Delivery,1350.57
1546,34374,2027,2025-01-15,Wrong Item Delivered,9399.25
1547,8228,1913,2024-07-25,Defective Product,4181.66
1548,75787,552,2025-08-12,Late Delivery,8557.82
1549,88456,1507,2026-02-05,Damaged Product,3845.23
1550,31201,1894,2025-01-09,Wrong Item Delivered,8325.91
1551,91205,1381,2026-03-02,Customer Changed Mind,8528.04
1552,7805,42,2026-03-03,Late Delivery,9356.71
1553,71519,1963,2025-06-04,Defective Product,5619.28
1554,95858,2037,2024-11-07,Late Delivery,8263.02
1555,34673,2162,2025-05-23,Late Delivery,6117.47
1556,30327,1435,2025-12-29,Late Delivery,5592.22
1557,42808,1746,2025-01-31,Late Delivery,1614.07
1558,65037,508,2025-02-09,Customer Changed Mind,7295.3
1559,67055,1270,2025-05-11,Wrong Item Delivered,1005.92
1560,6264,2208,2025-05-06,Wrong Item Delivered,3576.75
1561,65713,876,2025-03-16,Defective Product,4284.96
1562,1850,644,2025-06-14,Defective Product,455.47
1563,58412,1615,2026-07-06,Wrong Item Delivered,6716.74
1564,18942,2116,2025-04-23,Damaged Product,3964.85
1565,64403,597,2024-08-10,Late Delivery,3873.64
1566,84670,1000,2025-02-17,Wrong Item Delivered,3833.98
1567,8804,2199,2024-09-21,Late Delivery,485.78
1568,71638,468,2025-12-13,Damaged Product,701.4
1569,65967,2471,2024-09-07,Damaged Product,2958.36
1570,22632,595,2024-10-02,Customer Changed Mind,5653.71
1571,61226,1925,2025-12-22,Defective Product,8953.34
1572,92487,632,2026-06-09,Late Delivery,7485.69
1573,68574,1345,2025-04-15,Customer Changed Mind,8832.52
1574,2533,177,2024-08-13,Wrong Item Delivered,1076.33
1575,66951,2088,2026-06-06,Damaged Product,8569.38
1576,33362,2147,2024-07-30,Wrong Item Delivered,1278.39
1577,54861,1202,2025-06-03,Wrong Item Delivered,7300.7
1578,48457,958,2024-09-02,Customer Changed Mind,8316.64
1579,13266,2286,2025-07-28,Damaged Product,9800.81
1580,76689,653,2024-12-28,Defective Product,882.68
1581,87301,1701,2025-11-26,Late Delivery,8684.45
1582,2189,920,2025-08-28,Late Delivery,5973.11
1583,88665,584,2025-12-25,Damaged Product,1879.3
1584,52444,1037,2025-03-07,Defective Product,9091.73
1585,62340,2088,2025-08-18,Damaged Product,345.54
1586,50855,514,2026-01-09,Defective Product,4953.01
1587,34282,1386,2025-09-09,Defective Product,1320.15
1588,63911,141,2025-10-31,Wrong Item Delivered,5244.56
1589,55895,2140,2025-06-25,Defective Product,3275.51
1590,13519,1472,2026-06-29,Customer Changed Mind,5981.54
1591,45605,1685,2026-05-03,Defective Product,5545.0
1592,11099,1048,2025-10-27,Wrong Item Delivered,7947.3
1593,59243,5,2026-01-23,Damaged Product,7717.18
1594,59004,1339,2025-11-17,Customer Changed Mind,6988.86
1595,66331,1760,2025-07-14,Defective Product,8529.37
1596,84716,817,2025-12-06,Late Delivery,4042.55
1597,49858,921,2025-10-02,Late Delivery,5284.85
1598,42572,593,2026-01-26,Damaged Product,9739.38
1599,74068,2409,2026-07-02,Customer Changed Mind,6553.97
1600,20906,2430,2025-03-17,Customer Changed Mind,6771.85
1601,84790,1945,2025-12-04,Customer Changed Mind,3683.13
1602,2674,1947,2025-08-22,Wrong Item Delivered,4310.64
1603,99938,1248,2026-05-29,Defective Product,9788.29
1604,81070,144,2024-11-19,Customer Changed Mind,3076.46
1605,13585,1151,2025-01-13,Wrong Item Delivered,9368.11
1606,18349,628,2025-06-21,Wrong Item Delivered,2052.82
1607,91351,2143,2025-06-22,Late Delivery,4360.99
1608,49504,281,2025-03-22,Late Delivery,2066.66
1609,25972,1764,2026-04-22,Customer Changed Mind,1714.52
1610,65312,1663,2024-10-06,Damaged Product,8694.86
1611,13774,1481,2025-02-05,Defective Product,209.39
1612,55915,2350,2026-05-29,Damaged Product,4522.09
1613,79317,1818,2025-11-22,Defective Product,4421.05
1614,53788,2074,2025-05-03,Customer Changed Mind,1088.47
1615,15961,1419,2024-10-03,Defective Product,8096.52
1616,56150,2458,2025-01-16,Wrong Item Delivered,5006.06
1617,41486,2269,2025-05-01,Late Delivery,9261.22
1618,55467,2165,2026-06-22,Damaged Product,894.09
1619,8878,1107,2026-02-23,Defective Product,6527.44
1620,47953,178,2025-11-12,Defective Product,9686.15
1621,85233,247,2025-05-27,Wrong Item Delivered,917.49
1622,38339,1785,2025-04-24,Customer Changed Mind,8008.21
1623,15414,1239,2025-03-12,Damaged Product,1106.24
1624,41607,897,2025-05-20,Defective Product,9026.21
1625,37981,977,2026-04-03,Defective Product,9255.11
1626,13755,1729,2024-09-17,Customer Changed Mind,6468.65
1627,51409,476,2026-06-15,Damaged Product,9175.35
1628,77469,630,2026-03-21,Late Delivery,6253.78
1629,96218,708,2024-08-14,Late Delivery,8771.51
1630,36798,881,2025-11-29,Damaged Product,301.62
1631,74625,419,2026-06-05,Customer Changed Mind,2985.21
1632,87010,1296,2025-12-28,Wrong Item Delivered,1134.78
1633,52080,1674,2026-05-09,Wrong Item Delivered,7338.02
1634,1931,2200,2026-01-26,Customer Changed Mind,7115.7
1635,1972,20,2026-04-21,Damaged Product,463.34
1636,75355,955,2025-12-14,Late Delivery,6771.99
1637,12633,1502,2024-09-26,Customer Changed Mind,9178.59
1638,85619,1261,2025-09-14,Damaged Product,2154.73
1639,14229,946,2026-04-10,Customer Changed Mind,3046.5
1640,35590,1168,2025-02-07,Defective Product,2532.09
1641,20599,478,2025-11-07,Damaged Product,9106.02
1642,49243,1949,2026-05-05,Damaged Product,7063.25
1643,91231,1228,2026-05-26,Wrong Item Delivered,1187.32
1644,53677,602,2025-12-21,Customer Changed Mind,5349.73
1645,92095,1002,2025-12-02,Wrong Item Delivered,869.26
1646,25339,47,2025-12-24,Defective Product,1271.28
1647,90104,808,2025-07-07,Defective Product,6129.28
1648,40228,952,2025-10-31,Late Delivery,4962.25
1649,32979,2063,2024-10-04,Customer Changed Mind,4196.34
1650,96308,2321,2024-11-03,Wrong Item Delivered,5568.59
1651,52903,1286,2025-12-05,Damaged Product,7575.44
1652,53338,2093,2025-09-19,Customer Changed Mind,8768.07
1653,36988,93,2025-03-28,Defective Product,432.3
1654,49866,2092,2025-06-15,Customer Changed Mind,3092.22
1655,64043,1457,2024-12-15,Wrong Item Delivered,9606.91
1656,14094,1319,2025-06-14,Wrong Item Delivered,8131.02
1657,29028,2445,2025-01-13,Wrong Item Delivered,4764.41
1658,28417,843,2026-03-12,Customer Changed Mind,2021.25
1659,49796,2162,2025-02-07,Wrong Item Delivered,6928.26
1660,73810,637,2025-07-04,Wrong Item Delivered,159.58
1661,32681,311,2024-12-22,Wrong Item Delivered,4059.76
1662,63947,2017,2025-11-21,Damaged Product,5918.61
1663,32735,1185,2025-11-22,Damaged Product,6397.25
1664,7643,1157,2024-08-10,Damaged Product,5756.07
1665,66616,2133,2026-05-17,Wrong Item Delivered,2908.24
1666,62839,1002,2026-03-24,Defective Product,4005.55
1667,63968,1836,2026-03-25,Damaged Product,1296.62
1668,15155,2361,2025-02-05,Late Delivery,964.96
1669,99273,1844,2026-06-26,Customer Changed Mind,4047.09
1670,90949,800,2026-06-03,Wrong Item Delivered,486.54
1671,92018,2164,2024-10-21,Customer Changed Mind,7970.33
1672,10838,1972,2025-10-16,Wrong Item Delivered,6963.5
1673,5120,1054,2025-09-22,Defective Product,7778.0
1674,71478,467,2025-03-30,Customer Changed Mind,5925.73
1675,16811,409,2025-06-20,Late Delivery,9124.25
1676,75185,480,2026-03-09,Defective Product,3891.98
1677,21446,300,2025-03-12,Damaged Product,7852.48
1678,50028,338,2025-05-20,Late Delivery,4203.37
1679,26981,1064,2025-04-20,Customer Changed Mind,4516.43
1680,52425,1857,2026-04-16,Wrong Item Delivered,244.91
1681,9857,1941,2025-09-17,Defective Product,3771.44
1682,49733,1702,2025-08-27,Customer Changed Mind,9583.24
1683,18087,1319,2025-06-02,Wrong Item Delivered,2683.29
1684,57949,2074,2026-01-08,Customer Changed Mind,3917.06
1685,19814,464,2025-01-18,Defective Product,919.11
1686,68223,50,2024-10-03,Customer Changed Mind,854.47
1687,81267,2040,2025-10-05,Wrong Item Delivered,1645.9
1688,4976,2246,2025-03-11,Late Delivery,5442.61
1689,91089,379,2024-07-31,Customer Changed Mind,949.79
1690,13871,679,2024-12-03,Late Delivery,1868.67
1691,72416,139,2026-03-14,Customer Changed Mind,8844.82
1692,45341,367,2024-12-05,Defective Product,7187.12
1693,30014,1934,2026-07-02,Late Delivery,8614.5
1694,20028,2075,2024-11-07,Damaged Product,4863.71
1695,14727,1705,2026-05-27,Damaged Product,7752.83
1696,64454,1062,2026-05-15,Damaged Product,1112.49
1697,13067,2150,2024-12-28,Damaged Product,4627.3
1698,6390,941,2026-06-24,Damaged Product,1998.76
1699,15410,220,2026-06-23,Wrong Item Delivered,3621.18
1700,87923,1666,2025-08-03,Late Delivery,7310.49
1701,92170,1999,2025-03-10,Wrong Item Delivered,6962.45
1702,97640,2379,2024-07-15,Defective Product,4382.32
1703,93948,1718,2025-11-25,Wrong Item Delivered,4347.45
1704,51131,14,2025-06-05,Defective Product,4198.45
1705,8241,1905,2025-01-17,Wrong Item Delivered,1254.52
1706,38260,987,2026-05-06,Customer Changed Mind,8201.51
1707,10056,428,2025-04-25,Damaged Product,5713.42
1708,21568,1414,2025-09-05,Late Delivery,6138.0
1709,34633,1741,2024-11-24,Damaged Product,4327.57
1710,89738,1815,2025-07-28,Wrong Item Delivered,7938.85
1711,14412,1640,2026-06-14,Customer Changed Mind,3715.42
1712,22834,956,2026-04-08,Late Delivery,6172.26
1713,19588,99,2025-04-16,Customer Changed Mind,8372.28
1714,72774,1454,2024-12-30,Wrong Item Delivered,2164.65
1715,80616,2135,2025-08-10,Damaged Product,289.81
1716,79316,1646,2026-06-06,Defective Product,6910.16
1717,22533,935,2025-01-26,Wrong Item Delivered,8588.64
1718,26397,960,2025-12-06,Customer Changed Mind,8198.65
1719,6714,1537,2026-02-07,Customer Changed Mind,4639.06
1720,6157,1493,2026-03-29,Wrong Item Delivered,7621.41
1721,46844,1646,2025-09-16,Wrong Item Delivered,4753.1
1722,84950,1307,2026-06-01,Customer Changed Mind,3906.78
1723,83371,1468,2025-05-31,Wrong Item Delivered,7216.69
1724,75458,319,2024-08-16,Customer Changed Mind,610.02
1725,54824,404,2025-12-22,Customer Changed Mind,7495.22
1726,52879,1760,2025-09-03,Late Delivery,7082.65
1727,90395,1736,2026-01-28,Damaged Product,1281.58
1728,24963,1528,2025-06-09,Late Delivery,2617.4
1729,6037,217,2024-12-04,Wrong Item Delivered,3455.26
1730,42026,1483,2025-03-25,Damaged Product,7086.61
1731,81593,253,2024-09-12,Customer Changed Mind,7391.25
1732,55790,2028,2026-01-09,Late Delivery,7920.72
1733,73831,2402,2025-02-09,Damaged Product,6737.35
1734,9024,1507,2025-05-03,Defective Product,5604.36
1735,69528,276,2024-08-29,Customer Changed Mind,364.91
1736,53846,211,2025-08-29,Damaged Product,1295.12
