order_id,customer_id,store_id,employee_id,order_date,order_status
8998,32677,19,142,2026-02-15,Cancelled
8999,9117,9,139,2026-04-24,Completed
9000,4814,38,173,2025-07-13,Cancelled
9001,12767,26,71,2025-06-26,Pending
9002,12481,5,171,2026-04-24,Pending
9003,13348,28,354,2026-03-22,Returned
9004,26262,47,148,2024-07-29,Completed
9005,8615,20,69,2025-03-10,Completed
9006,8140,22,454,2025-07-05,Cancelled
9007,46672,23,216,2025-01-07,Returned
9008,41047,2,155,2025-03-31,Returned
9009,39323,11,483,2025-09-11,Completed
9010,28649,8,337,2024-12-17,Completed
9011,22730,29,335,2026-01-11,Completed
9012,6170,17,202,2024-07-30,Returned
9013,39095,45,375,2025-12-31,Pending
9014,30069,24,56,2026-05-15,Completed
9015,10606,14,113,2025-09-03,Pending
9016,32375,6,17,2025-10-16,Cancelled
9017,48,42,198,2024-12-31,Returned
9018,18046,20,125,2025-01-04,Pending
9019,39067,41,292,2026-04-10,Completed
9020,3631,4,498,2025-02-20,Completed
9021,37516,44,490,2024-08-24,Pending
9022,49265,41,437,2025-07-18,Cancelled
9023,21540,3,156,2026-03-02,Returned
9024,27944,30,77,2025-06-01,Returned
9025,44726,6,415,2025-12-27,Completed
9026,13022,36,406,2024-07-12,Cancelled
9027,48338,22,274,2025-08-06,Pending
9028,46775,4,114,2024-11-27,Completed
9029,28515,41,268,2026-04-09,Returned
9030,42478,20,278,2025-03-07,Completed
9031,20848,34,488,2025-03-27,Completed
9032,33476,2,414,2025-01-03,Cancelled
9033,40922,1,416,2025-04-04,Pending
9034,9235,14,259,2025-06-12,Returned
9035,28715,35,43,2026-02-15,Pending
9036,1882,47,312,2026-02-13,Cancelled
9037,1706,37,249,2025-11-24,Returned
9038,47274,43,226,2024-11-15,Completed
9039,11288,16,464,2025-06-17,Returned
9040,42760,36,156,2024-11-25,Returned
9041,125,30,351,2024-10-27,Cancelled
9042,33559,16,469,2026-03-19,Pending
9043,32495,9,421,2025-09-10,Returned
9044,380,43,193,2025-07-21,Cancelled
9045,4522,34,107,2026-06-27,Pending
9046,48522,30,498,2026-05-05,Completed
9047,35677,29,260,2025-05-05,Pending
9048,29966,9,115,2025-02-28,Returned
9049,47378,43,219,2024-11-04,Returned
9050,33251,43,438,2024-11-19,Completed
9051,35628,22,160,2025-06-19,Returned
9052,13352,20,420,2026-07-03,Completed
9053,46417,49,174,2026-01-27,Returned
9054,43851,27,444,2025-07-25,Pending
9055,20646,33,425,2025-03-18,Cancelled
9056,7711,3,86,2024-12-16,Returned
9057,13003,36,33,2026-02-13,Pending
9058,36167,28,3,2026-01-28,Completed
9059,24155,1,144,2025-07-07,Returned
9060,7017,43,430,2025-10-16,Pending
9061,28117,2,73,2025-06-19,Cancelled
9062,49034,5,74,2024-09-03,Cancelled
9063,19149,9,83,2025-03-17,Pending
9064,49835,32,330,2025-08-05,Pending
9065,24501,23,369,2026-03-03,Pending
9066,10400,5,416,2026-03-21,Cancelled
9067,40477,20,41,2025-12-06,Pending
9068,22352,8,374,2025-03-03,Pending
9069,3255,24,396,2025-06-07,Returned
9070,37965,45,7,2025-08-11,Pending
9071,48775,43,144,2025-11-23,Cancelled
9072,31721,33,412,2026-05-03,Completed
9073,1717,48,115,2025-07-03,Completed
9074,40995,37,106,2025-02-19,Cancelled
9075,291,6,431,2025-05-19,Completed
9076,23510,22,93,2024-08-03,Returned
9077,38121,21,309,2026-07-01,Cancelled
9078,30469,5,153,2025-02-05,Completed
9079,26100,32,482,2025-03-21,Returned
9080,28095,38,59,2025-09-13,Completed
9081,16426,43,388,2025-12-20,Cancelled
9082,31147,1,213,2026-06-27,Pending
9083,37650,38,351,2025-03-15,Cancelled
9084,38363,10,172,2025-11-07,Returned
9085,49214,43,342,2026-02-11,Completed
9086,30812,38,3,2026-04-30,Returned
9087,8539,6,427,2024-10-26,Cancelled
9088,48128,19,394,2025-12-11,Returned
9089,25200,37,389,2024-12-10,Pending
9090,47291,29,128,2025-04-20,Returned
9091,30202,14,399,2025-11-06,Completed
9092,37397,32,295,2025-01-09,Cancelled
9093,17313,28,495,2025-07-01,Completed
9094,48479,23,421,2025-07-10,Returned
9095,36813,1,128,2025-02-03,Cancelled
9096,8920,21,306,2026-04-19,Returned
9097,22462,1,457,2026-01-16,Completed
9098,47134,35,10,2024-11-02,Returned
9099,8760,30,4,2026-06-15,Returned
9100,7151,21,61,2024-09-30,Pending
9101,20406,45,187,2025-08-27,Returned
9102,46782,31,314,2026-02-21,Completed
9103,29329,3,14,2024-11-14,Cancelled
9104,39654,29,265,2025-09-22,Pending
9105,25232,8,460,2024-12-25,Completed
9106,10364,28,320,2026-01-15,Cancelled
9107,10637,47,131,2025-03-06,Pending
9108,11811,12,412,2024-08-28,Completed
9109,27939,30,446,2025-08-24,Pending
9110,9190,41,78,2025-07-01,Returned
9111,15864,25,454,2025-01-26,Cancelled
9112,29857,24,108,2025-10-01,Pending
9113,17703,43,103,2026-02-13,Cancelled
9114,47280,27,196,2024-12-17,Pending
9115,44503,35,280,2025-05-01,Completed
9116,6341,3,358,2026-02-26,Cancelled
9117,30965,36,107,2025-08-09,Cancelled
9118,36317,11,198,2025-03-23,Returned
9119,34721,4,42,2026-02-20,Pending
9120,1455,6,366,2025-02-17,Cancelled
9121,21913,17,126,2026-03-12,Returned
9122,26206,43,208,2024-09-03,Returned
9123,7817,42,462,2025-12-18,Returned
9124,3758,29,472,2025-10-13,Completed
9125,35768,37,55,2025-03-30,Completed
9126,24101,12,398,2026-06-05,Pending
9127,46172,44,313,2026-02-23,Cancelled
9128,29593,36,30,2026-05-21,Cancelled
9129,10649,42,129,2026-01-07,Pending
9130,9160,10,117,2024-11-05,Completed
9131,1230,39,6,2024-10-15,Returned
9132,4683,9,235,2025-06-16,Returned
9133,20934,35,449,2024-11-19,Pending
9134,43680,42,366,2024-07-26,Pending
9135,35175,6,83,2025-02-27,Pending
9136,15434,12,183,2025-06-06,Pending
9137,5323,42,284,2026-06-11,Returned
9138,15122,3,94,2025-09-21,Cancelled
9139,25099,1,307,2025-08-01,Completed
9140,3024,22,157,2024-11-28,Completed
9141,23709,25,193,2025-03-19,Completed
9142,6516,11,487,2025-07-08,Pending
9143,42307,10,390,2026-01-09,Completed
9144,37905,25,439,2025-07-09,Completed
9145,27443,25,259,2025-05-04,Pending
9146,30061,45,474,2024-12-31,Returned
9147,11882,44,43,2024-08-10,Cancelled
9148,35619,49,269,2026-06-21,Returned
9149,48890,30,419,2025-10-28,Cancelled
9150,34233,16,19,2024-10-22,Pending
9151,21767,13,421,2024-12-03,Pending
9152,3158,48,91,2026-07-01,Returned
9153,33030,20,72,2026-07-11,Pending
9154,38245,50,189,2024-12-28,Completed
9155,31189,3,28,2024-11-10,Cancelled
9156,9993,49,379,2025-12-28,Pending
9157,45018,12,436,2026-07-07,Returned
9158,44223,44,252,2024-11-09,Returned
9159,6943,27,132,2024-08-02,Completed
9160,18198,15,160,2025-09-16,Pending
9161,35146,30,109,2025-12-15,Cancelled
9162,45081,19,62,2026-05-03,Returned
9163,22583,41,4,2025-03-17,Pending
9164,5481,27,251,2026-03-11,Returned
9165,28929,21,496,2025-05-07,Cancelled
9166,30872,18,455,2026-04-26,Cancelled
9167,42692,19,332,2024-11-18,Returned
9168,25172,40,492,2026-01-09,Cancelled
9169,23554,35,483,2024-11-04,Pending
9170,9840,10,461,2025-09-20,Returned
9171,125,15,495,2025-09-04,Completed
9172,40266,45,239,2024-11-14,Cancelled
9173,33188,19,86,2024-10-11,Pending
9174,39705,19,315,2025-11-13,Pending
9175,18252,49,237,2025-01-01,Pending
9176,18232,37,452,2025-10-07,Completed
9177,43637,39,440,2026-03-23,Completed
9178,12427,45,217,2026-04-25,Completed
9179,3884,8,257,2024-09-01,Returned
9180,22261,25,348,2024-08-05,Completed
9181,2104,42,135,2025-05-22,Returned
9182,27357,29,220,2024-10-13,Pending
9183,29439,47,225,2026-06-23,Returned
9184,34073,48,450,2025-07-01,Completed
9185,29058,31,331,2026-03-04,Completed
9186,6261,43,53,2025-11-18,Pending
9187,7552,45,302,2025-03-23,Pending
9188,28611,27,171,2026-02-23,Completed
9189,43864,8,54,2025-12-07,Cancelled
9190,28508,44,280,2025-10-11,Completed
9191,17321,48,186,2024-07-12,Completed
9192,1128,25,93,2025-11-07,Completed
9193,14929,21,112,2025-12-25,Returned
9194,49549,34,37,2025-09-29,Cancelled
9195,25230,7,146,2025-03-30,Returned
9196,14834,47,187,2025-01-14,Completed
9197,1653,35,128,2025-03-25,Cancelled
9198,41129,11,389,2025-12-19,Cancelled
9199,7764,14,482,2025-02-05,Returned
9200,45156,28,375,2026-04-20,Pending
9201,26214,33,4,2024-08-16,Completed
9202,13101,21,382,2025-01-10,Returned
9203,19110,8,26,2025-09-21,Returned
9204,15900,19,275,2025-06-26,Cancelled
9205,26288,33,229,2026-06-12,Completed
9206,1348,48,424,2025-01-05,Cancelled
9207,8874,47,335,2025-08-17,Completed
9208,22461,8,260,2026-03-18,Cancelled
9209,34941,37,258,2025-07-24,Cancelled
9210,12488,33,285,2025-10-04,Cancelled
9211,42946,14,352,2025-07-02,Cancelled
9212,36,43,39,2026-03-22,Completed
9213,16484,2,484,2026-01-23,Cancelled
9214,28856,36,228,2025-10-22,Pending
9215,14457,9,73,2024-12-06,Cancelled
9216,21964,39,34,2024-08-23,Returned
9217,24369,5,26,2025-03-21,Returned
9218,48396,8,110,2025-05-29,Pending
9219,29132,24,161,2024-10-12,Completed
9220,9311,42,36,2025-08-09,Pending
9221,39045,45,15,2026-02-09,Completed
9222,44229,27,85,2025-08-08,Completed
9223,10584,30,124,2025-04-24,Cancelled
9224,6052,38,42,2025-10-10,Cancelled
9225,27047,48,461,2026-02-09,Pending
9226,8549,7,126,2024-11-07,Cancelled
9227,14007,19,477,2024-08-31,Pending
9228,31180,13,281,2025-01-27,Completed
9229,23857,5,254,2026-07-07,Cancelled
9230,22630,1,448,2024-07-29,Completed
9231,2056,19,372,2025-08-02,Returned
9232,21738,28,470,2024-09-07,Returned
9233,48164,46,2,2024-12-22,Returned
9234,15295,12,144,2026-06-20,Pending
9235,2160,29,67,2024-12-20,Completed
9236,14332,42,262,2025-03-24,Cancelled
9237,32768,29,130,2025-03-05,Returned
9238,3547,6,304,2025-11-06,Cancelled
9239,11816,21,204,2025-07-09,Pending
9240,6513,24,31,2026-03-31,Returned
9241,9898,44,80,2024-11-21,Completed
9242,35020,14,499,2024-11-18,Completed
9243,29261,18,351,2024-12-16,Completed
9244,42176,36,482,2025-08-14,Cancelled
9245,15241,7,49,2025-12-11,Completed
9246,8911,18,417,2026-01-02,Pending
9247,35348,19,188,2025-05-23,Cancelled
9248,19395,45,71,2026-03-19,Cancelled
9249,24124,13,452,2025-02-22,Returned
9250,39678,45,229,2025-02-15,Pending
9251,43402,19,468,2024-09-27,Cancelled
9252,17890,4,272,2025-11-02,Returned
9253,47006,46,259,2025-05-10,Cancelled
9254,30722,43,492,2026-03-17,Pending
9255,35319,11,304,2025-08-06,Returned
9256,11037,48,292,2025-03-31,Returned
9257,26852,43,100,2025-08-05,Pending
9258,31318,28,421,2026-04-19,Returned
9259,20474,27,282,2026-02-20,Cancelled
9260,9895,50,401,2024-10-01,Cancelled
9261,16114,40,172,2026-05-07,Pending
9262,38973,30,480,2025-02-05,Returned
9263,5683,25,230,2025-08-01,Returned
9264,42809,8,191,2025-01-07,Completed
9265,31257,7,379,2024-07-28,Pending
9266,30826,34,238,2025-10-17,Returned
9267,21239,38,213,2025-05-18,Returned
9268,48435,47,339,2025-05-11,Completed
9269,10183,1,416,2024-07-13,Returned
9270,46652,29,398,2025-10-02,Completed
9271,32207,27,340,2026-06-03,Cancelled
9272,6133,47,119,2025-01-22,Returned
9273,37381,26,26,2026-04-08,Pending
9274,33771,1,440,2024-08-24,Pending
9275,26172,12,161,2026-03-01,Returned
9276,37326,4,338,2025-02-13,Cancelled
9277,26825,1,159,2026-03-28,Pending
9278,11595,34,250,2025-09-06,Pending
9279,18909,37,27,2025-09-19,Returned
9280,2129,24,108,2024-10-14,Returned
9281,23136,27,444,2025-05-14,Pending
9282,42262,14,416,2024-11-27,Pending
9283,32846,9,110,2024-08-10,Pending
9284,31810,49,247,2025-04-15,Returned
9285,19765,8,473,2026-02-26,Pending
9286,11663,11,89,2026-06-19,Returned
9287,30173,2,27,2024-12-29,Returned
9288,37977,42,173,2025-11-13,Completed
9289,32434,34,293,2024-11-23,Returned
9290,7161,50,184,2024-09-06,Completed
9291,12537,19,253,2025-03-27,Returned
9292,49387,50,419,2025-01-22,Completed
9293,20178,31,218,2026-03-06,Returned
9294,21478,48,83,2024-09-07,Returned
9295,5339,43,376,2025-06-24,Pending
9296,15677,8,40,2026-01-18,Completed
9297,14380,40,433,2025-08-14,Returned
9298,34411,1,236,2025-09-29,Completed
9299,37755,31,277,2025-09-15,Returned
9300,20129,8,216,2025-03-06,Returned
9301,22325,40,66,2025-05-31,Completed
9302,9627,30,329,2024-07-19,Completed
9303,24199,45,411,2026-04-25,Cancelled
9304,41543,17,185,2024-08-31,Completed
9305,14831,25,122,2024-07-12,Completed
9306,2149,21,150,2024-08-25,Returned
9307,40045,42,256,2025-05-09,Completed
9308,1218,45,500,2025-04-27,Completed
9309,14928,32,223,2024-07-31,Pending
9310,38500,21,35,2026-03-07,Pending
9311,25643,42,406,2024-10-03,Returned
9312,32259,20,69,2025-05-03,Returned
9313,33660,20,213,2026-03-01,Returned
9314,20095,22,407,2025-12-09,Returned
9315,23604,48,30,2024-10-17,Cancelled
9316,11735,36,112,2025-03-06,Returned
9317,6252,16,437,2025-04-18,Returned
9318,2236,19,176,2024-11-20,Cancelled
9319,15861,23,92,2024-12-17,Cancelled
9320,9197,34,380,2024-12-21,Pending
9321,49311,47,98,2024-07-18,Cancelled
9322,809,11,439,2024-08-22,Pending
9323,30636,7,466,2025-12-31,Completed
9324,19740,28,149,2025-05-27,Completed
9325,6924,9,93,2024-09-18,Pending
9326,5074,19,154,2024-08-15,Returned
9327,9452,17,147,2025-03-11,Cancelled
9328,31938,18,479,2026-04-17,Pending
9329,1867,10,85,2024-11-23,Cancelled
9330,29523,16,39,2025-01-14,Pending
9331,13104,13,229,2026-01-01,Pending
9332,33495,40,297,2025-03-30,Returned
9333,2161,19,275,2024-10-23,Cancelled
9334,26071,20,184,2025-05-26,Completed
9335,49546,7,443,2026-02-14,Cancelled
9336,47434,43,91,2025-03-24,Pending
9337,23798,37,63,2025-10-04,Cancelled
9338,25241,10,204,2025-01-24,Pending
9339,48334,6,171,2025-01-05,Cancelled
9340,36721,24,422,2025-12-21,Pending
9341,33936,47,159,2026-02-11,Returned
9342,40525,2,401,2024-07-30,Completed
9343,19139,7,454,2025-10-23,Completed
9344,27162,25,351,2025-05-22,Cancelled
9345,12616,39,432,2025-01-08,Returned
9346,21082,7,280,2025-07-09,Cancelled
9347,41331,40,346,2025-12-12,Pending
9348,2468,15,134,2025-11-21,Cancelled
9349,20826,14,5,2025-02-24,Completed
9350,2188,39,493,2025-02-25,Completed
9351,33462,29,6,2026-01-04,Returned
9352,40017,20,424,2025-11-09,Cancelled
9353,48065,14,62,2026-03-12,Pending
9354,8404,17,317,2024-09-02,Pending
9355,47837,26,260,2024-10-13,Completed
9356,36420,32,214,2025-12-30,Returned
9357,608,3,19,2026-06-04,Pending
9358,20191,38,361,2024-12-03,Pending
9359,21639,49,469,2025-08-02,Returned
9360,25802,31,64,2025-02-17,Completed
9361,17491,3,133,2024-08-22,Pending
9362,26365,47,344,2024-12-07,Cancelled
9363,32068,49,41,2024-09-24,Cancelled
9364,33107,30,121,2024-11-23,Completed
9365,39737,30,456,2024-08-16,Pending
9366,41311,50,169,2026-06-03,Returned
9367,40501,37,270,2026-03-15,Completed
9368,42551,29,267,2025-03-02,Returned
9369,2247,42,166,2024-11-08,Cancelled
9370,24789,1,79,2026-04-10,Cancelled
9371,43194,7,243,2025-01-25,Returned
9372,26669,35,192,2024-09-19,Completed
9373,29874,47,289,2025-05-08,Pending
9374,13933,17,194,2026-05-30,Completed
9375,28097,28,5,2024-11-30,Pending
9376,2545,21,346,2025-11-06,Returned
9377,41193,10,11,2024-08-23,Pending
9378,17951,14,437,2025-08-07,Cancelled
9379,17444,33,461,2025-02-04,Pending
9380,42555,16,244,2026-06-23,Completed
9381,32275,11,15,2024-10-31,Completed
9382,11554,49,448,2025-04-29,Cancelled
9383,45437,34,178,2026-07-02,Returned
9384,21877,17,196,2025-04-15,Pending
9385,46275,43,432,2024-09-12,Completed
9386,30013,23,241,2025-04-19,Pending
9387,49136,27,415,2024-12-20,Completed
9388,1160,16,250,2025-05-15,Returned
9389,10531,8,385,2026-01-26,Completed
9390,27959,44,496,2026-04-09,Returned
9391,33773,31,405,2025-07-31,Completed
9392,11313,19,59,2025-09-14,Cancelled
9393,48100,2,454,2026-05-01,Pending
9394,4538,9,124,2025-04-11,Returned
9395,22123,39,207,2024-08-28,Cancelled
9396,48960,22,413,2025-03-27,Pending
9397,36858,50,95,2026-07-06,Pending
9398,5981,25,411,2025-09-07,Pending
9399,9717,15,123,2024-07-14,Returned
9400,39945,39,41,2026-03-24,Returned
9401,9542,23,84,2024-10-10,Pending
9402,7001,31,315,2024-12-24,Completed
9403,22808,42,76,2025-10-21,Pending
9404,37187,8,94,2025-08-29,Completed
9405,26776,35,301,2025-06-17,Pending
9406,41205,36,73,2025-10-01,Cancelled
9407,37879,29,69,2024-12-19,Completed
9408,23088,10,354,2024-10-30,Returned
9409,27554,38,189,2025-05-29,Cancelled
9410,6723,21,134,2026-03-20,Pending
9411,5182,45,95,2025-05-02,Pending
9412,32938,18,264,2025-01-04,Returned
9413,43144,48,69,2026-02-11,Cancelled
9414,45715,30,302,2024-08-13,Returned
9415,17084,6,282,2025-04-15,Pending
9416,41489,23,48,2025-06-26,Returned
9417,37348,17,424,2025-08-30,Returned
9418,4773,27,255,2025-02-07,Returned
9419,16695,32,379,2026-01-10,Pending
9420,15884,2,109,2026-05-01,Cancelled
9421,47997,29,202,2025-08-05,Completed
9422,8721,21,480,2026-06-04,Completed
9423,30529,18,172,2025-08-31,Completed
9424,40352,43,187,2025-11-12,Completed
9425,14014,10,492,2026-05-12,Returned
9426,34348,9,378,2025-11-24,Returned
9427,8897,20,411,2026-05-07,Pending
9428,14101,47,500,2026-02-25,Cancelled
9429,35563,23,279,2025-04-04,Cancelled
9430,29547,32,430,2025-06-11,Completed
9431,12010,38,124,2026-06-24,Pending
9432,13961,12,95,2024-09-19,Pending
9433,8303,14,199,2024-09-04,Returned
9434,33311,43,244,2025-05-06,Pending
9435,44615,43,223,2024-12-11,Pending
9436,18901,6,316,2026-03-20,Returned
9437,39384,29,358,2024-07-30,Pending
9438,170,40,82,2026-05-16,Pending
9439,17860,3,420,2026-04-05,Completed
9440,13966,23,391,2025-11-17,Completed
9441,35434,35,107,2025-06-09,Pending
9442,8070,33,460,2024-12-26,Cancelled
9443,12857,9,222,2026-03-24,Completed
9444,43460,23,121,2024-10-31,Returned
9445,17139,26,500,2025-09-18,Pending
9446,4053,49,327,2025-12-07,Returned
9447,10933,11,431,2025-12-05,Cancelled
9448,26055,3,63,2025-02-13,Returned
9449,32221,5,328,2025-10-08,Completed
9450,41207,32,225,2025-07-12,Pending
9451,43802,37,184,2025-10-24,Pending
9452,14987,18,328,2026-02-15,Cancelled
9453,43685,3,492,2026-05-16,Cancelled
9454,33871,8,16,2025-03-25,Returned
9455,44298,25,316,2025-08-26,Pending
9456,4296,5,234,2025-01-10,Returned
9457,5240,2,296,2025-04-22,Completed
9458,17128,9,245,2024-12-18,Completed
9459,14230,8,244,2025-07-30,Pending
9460,40643,31,15,2026-03-19,Cancelled
9461,48159,25,364,2026-04-23,Pending
9462,30008,4,126,2024-10-02,Cancelled
9463,43996,30,424,2026-01-06,Completed
9464,36510,39,220,2025-09-03,Returned
9465,29459,34,235,2025-03-23,Pending
9466,19751,19,424,2026-02-12,Returned
9467,49475,6,98,2025-03-16,Completed
9468,1717,47,365,2025-08-21,Pending
9469,47357,21,421,2024-12-12,Pending
9470,9646,38,347,2024-10-15,Returned
9471,21014,20,415,2026-06-20,Returned
9472,33374,18,40,2025-08-15,Completed
9473,28734,41,38,2025-11-05,Pending
9474,12501,46,215,2025-07-22,Pending
9475,18545,8,154,2025-04-15,Completed
9476,12459,31,22,2025-04-19,Cancelled
9477,44839,48,490,2025-04-23,Returned
9478,29495,40,218,2026-01-20,Completed
9479,14470,33,128,2025-12-16,Cancelled
9480,41459,15,193,2025-09-04,Pending
9481,41904,33,65,2025-10-12,Completed
9482,34451,32,414,2025-12-16,Returned
9483,26196,30,329,2025-04-17,Pending
9484,28667,50,63,2025-08-15,Returned
9485,33607,20,112,2026-04-21,Pending
9486,11331,16,186,2025-06-25,Pending
9487,9628,41,63,2024-11-13,Completed
9488,42816,11,74,2025-08-16,Returned
9489,15218,34,96,2025-01-08,Returned
9490,22531,25,345,2025-09-22,Cancelled
9491,49233,35,185,2026-02-22,Completed
9492,40007,33,314,2025-01-13,Completed
9493,33100,33,181,2025-03-27,Cancelled
9494,10891,3,428,2025-06-03,Completed
9495,10782,48,184,2025-03-28,Cancelled
9496,6095,6,60,2026-03-14,Pending
9497,35258,8,433,2025-05-28,Pending
9498,32581,3,158,2026-02-01,Returned
9499,24751,41,99,2026-01-04,Returned
9500,6063,46,394,2025-02-09,Returned
9501,31209,48,300,2025-05-07,Pending
9502,4832,34,87,2025-06-04,Pending
9503,47923,19,293,2024-08-16,Pending
9504,19924,32,104,2025-12-31,Pending
9505,19913,32,195,2024-08-10,Returned
9506,4164,18,168,2025-09-15,Cancelled
9507,16864,42,146,2025-12-06,Completed
9508,39946,50,448,2025-10-07,Cancelled
9509,1130,35,365,2025-06-23,Returned
9510,47873,49,27,2025-01-10,Cancelled
9511,11474,49,403,2025-07-25,Returned
9512,33805,16,154,2025-09-11,Completed
9513,23867,12,497,2026-01-24,Cancelled
9514,5666,29,169,2025-02-02,Returned
9515,25644,13,359,2024-12-16,Completed
9516,6322,3,165,2025-08-10,Pending
9517,10505,23,317,2025-03-12,Pending
9518,7927,38,429,2025-12-16,Returned
9519,630,2,107,2025-03-09,Returned
9520,35140,21,281,2026-03-05,Cancelled
9521,35220,9,100,2025-06-28,Cancelled
9522,5627,9,407,2024-09-12,Cancelled
9523,26295,12,98,2026-01-24,Cancelled
9524,44312,3,297,2024-08-05,Cancelled
9525,41677,12,389,2024-10-15,Cancelled
9526,47525,17,414,2025-06-07,Cancelled
9527,20356,50,299,2025-12-05,Pending
9528,5098,3,160,2026-03-22,Returned
9529,24991,13,98,2025-05-20,Returned
9530,33216,45,498,2025-02-01,Returned
9531,5707,32,212,2025-03-26,Completed
9532,33962,19,314,2025-06-28,Pending
9533,13634,45,272,2025-12-30,Returned
9534,1645,19,82,2025-11-06,Returned
9535,10188,31,140,2025-05-11,Cancelled
9536,21660,1,134,2026-01-09,Cancelled
9537,43844,6,368,2026-02-27,Returned
9538,26290,25,307,2025-04-15,Pending
9539,28096,8,299,2025-05-30,Completed
9540,4816,22,37,2025-03-22,Pending
9541,38187,8,295,2024-09-07,Returned
9542,8544,31,494,2024-11-21,Returned
9543,27978,45,492,2025-02-05,Completed
9544,3137,31,229,2025-11-26,Returned
9545,11102,48,47,2026-06-30,Cancelled
9546,27486,38,273,2026-02-09,Pending
9547,29349,5,146,2026-02-09,Returned
9548,18345,10,358,2024-09-20,Pending
9549,9068,15,124,2025-08-09,Returned
9550,46015,42,251,2025-02-04,Returned
9551,4481,42,345,2026-04-02,Returned
9552,42648,6,21,2025-12-12,Cancelled
9553,47865,44,142,2026-02-09,Cancelled
9554,9058,43,205,2026-05-17,Pending
9555,28203,13,46,2026-05-19,Returned
9556,36224,2,445,2025-04-30,Cancelled
9557,46268,15,265,2025-08-09,Pending
9558,8539,15,214,2025-02-18,Pending
9559,20084,2,329,2025-05-04,Pending
9560,19425,29,46,2025-10-11,Completed
9561,12071,3,13,2025-02-14,Completed
9562,27744,42,252,2025-07-11,Completed
9563,5702,38,482,2024-12-01,Completed
9564,6298,19,345,2024-09-29,Returned
9565,20232,10,45,2025-06-11,Completed
9566,49147,50,354,2026-06-05,Returned
9567,49096,5,11,2026-01-07,Completed
9568,16452,40,432,2025-04-11,Completed
9569,3327,2,87,2026-06-28,Completed
9570,21294,38,96,2026-01-21,Pending
9571,26881,22,481,2024-09-20,Returned
9572,17178,8,327,2025-03-17,Cancelled
9573,5292,19,46,2024-09-10,Cancelled
9574,3744,16,272,2025-12-13,Cancelled
9575,24895,23,351,2025-03-02,Returned
9576,23302,14,272,2026-05-17,Returned
9577,10842,40,120,2025-08-08,Pending
9578,23788,44,266,2025-09-13,Returned
9579,17452,12,47,2025-06-05,Returned
9580,32078,25,223,2024-08-11,Pending
9581,17402,37,362,2025-06-21,Cancelled
9582,24324,47,134,2026-01-21,Pending
9583,17916,9,278,2024-09-13,Returned
9584,12064,45,55,2026-04-29,Cancelled
9585,43213,17,482,2024-10-05,Pending
9586,18527,36,350,2026-01-03,Returned
9587,21436,11,73,2025-02-04,Pending
9588,21207,30,49,2026-03-05,Cancelled
9589,45478,30,126,2025-09-06,Cancelled
9590,28207,17,448,2026-05-29,Returned
9591,35098,41,123,2026-01-26,Pending
9592,42087,46,260,2025-11-08,Cancelled
9593,6562,21,33,2025-12-20,Cancelled
9594,30498,36,89,2025-03-06,Pending
9595,129,2,185,2026-01-18,Completed
9596,14100,14,264,2025-03-20,Returned
9597,28393,22,80,2026-04-20,Returned
9598,12089,7,37,2025-11-08,Pending
9599,27463,35,334,2025-01-06,Completed
9600,3760,31,159,2025-04-17,Returned
9601,32238,13,212,2024-08-25,Pending
9602,2295,11,491,2025-03-06,Returned
9603,17459,45,390,2025-11-18,Returned
9604,42194,24,16,2025-11-18,Cancelled
9605,30009,26,472,2025-08-18,Completed
9606,38970,31,257,2026-01-14,Completed
9607,7233,12,488,2025-10-16,Returned
9608,29849,45,493,2024-11-26,Pending
9609,20271,10,297,2026-04-27,Cancelled
9610,1699,41,73,2025-06-08,Returned
9611,20622,17,125,2025-03-28,Returned
9612,5804,45,436,2025-02-14,Pending
9613,30637,8,381,2025-07-05,Returned
9614,18642,20,43,2026-06-10,Pending
9615,24735,2,37,2025-03-21,Cancelled
9616,11126,19,188,2024-10-30,Pending
9617,40298,8,51,2025-12-07,Completed
9618,25891,9,73,2025-07-19,Pending
9619,12514,15,249,2026-06-01,Cancelled
9620,6544,1,76,2024-12-27,Cancelled
9621,24836,39,128,2025-04-06,Cancelled
9622,2057,31,167,2026-06-03,Cancelled
9623,31053,50,274,2025-06-15,Completed
9624,3830,15,137,2025-08-23,Cancelled
9625,28218,43,24,2026-05-28,Completed
9626,10774,19,395,2025-05-23,Cancelled
9627,32514,35,371,2026-06-07,Returned
9628,37849,1,469,2025-02-11,Returned
9629,28716,46,471,2024-11-04,Cancelled
9630,16415,26,68,2025-10-19,Returned
9631,1152,15,28,2025-09-27,Returned
9632,20444,10,428,2026-02-28,Pending
9633,23122,41,356,2025-02-16,Returned
9634,34930,3,209,2025-11-30,Returned
9635,23646,46,196,2025-04-22,Cancelled
9636,22827,22,143,2026-02-12,Pending
9637,33877,33,18,2025-08-09,Completed
9638,39101,5,133,2026-04-25,Completed
9639,19453,20,262,2026-03-25,Returned
9640,6828,35,480,2025-05-20,Pending
9641,2635,3,393,2024-09-24,Pending
9642,48779,31,383,2025-11-30,Cancelled
9643,11325,48,202,2026-01-02,Cancelled
9644,5382,34,113,2025-10-30,Completed
9645,36081,27,402,2026-03-23,Cancelled
9646,8050,31,455,2025-05-08,Completed
9647,23884,49,293,2024-07-16,Completed
9648,48873,6,397,2026-05-05,Completed
