product_id,product_name,brand,category_id,supplier_id,cost_price,selling_price,stock_unit
436,Force Furniture,Home Centre,4,3,3034.8,2777.54,Piece
437,She Groceries,India Gate,3,5,2643.03,5881.89,Piece
438,Produce Electronics,Samsung,1,7,1151.23,1636.67,Litre
439,Each Electronics,Sony,1,9,2435.78,1125.23,Litre
440,Among Furniture,Home Centre,4,7,932.39,5695.09,Piece
441,Happen Clothing,Adidas,2,7,1460.98,2686.46,Piece
442,Senior Electronics,Samsung,1,9,2266.15,3350.08,Packet
443,Unit Sports,Nivia,5,2,4192.03,3009.07,Packet
444,Boy Furniture,Home Centre,4,10,4736.16,4120.21,Packet
445,Have Clothing,Adidas,2,1,1052.95,1349.37,Packet
446,Probably Sports,Cosco,5,7,146.54,5555.68,Packet
447,Strong Groceries,Fortune,3,7,210.75,6505.61,Litre
448,Ever Clothing,Nike,2,9,4535.34,6548.14,Piece
449,Suffer Furniture,IKEA,4,8,3148.1,4352.31,Litre
450,Wide Clothing,Nike,2,8,1244.12,3846.09,Kg
451,Fine Sports,Nivia,5,8,4535.6,2453.68,Packet
452,Low Electronics,Samsung,1,8,4523.14,2394.16,Litre
453,Edge Electronics,HP,1,5,2931.8,2106.8,Litre
454,Effect Clothing,Adidas,2,10,3299.67,3354.38,Box
455,About Clothing,Puma,2,2,497.63,5599.88,Litre
456,Bed Electronics,Apple,1,9,533.14,2751.67,Piece
457,Candidate Electronics,Dell,1,4,4488.29,3005.01,Litre
458,Reason Electronics,Sony,1,2,4582.46,6547.25,Litre
459,Tv Sports,Nivia,5,4,226.68,4965.67,Box
460,Season Groceries,Fortune,3,10,2582.41,1063.91,Litre
461,Teach Groceries,India Gate,3,6,3228.92,6567.91,Piece
462,Cut Sports,Cosco,5,5,4622.51,2935.38,Piece
463,Near Groceries,Fortune,3,4,4938.36,1264.73,Box
464,Professional Furniture,Home Centre,4,6,4521.49,6594.83,Box
465,Later Groceries,Fortune,3,4,937.85,5816.42,Packet
466,Sort Groceries,Fortune,3,9,1408.83,3237.85,Box
467,Charge Electronics,Sony,1,10,1576.06,6073.33,Kg
468,No Groceries,India Gate,3,8,2932.84,6896.7,Piece
469,Only Electronics,HP,1,5,2429.15,3386.63,Box
470,Material Electronics,Dell,1,7,3028.12,4412.83,Kg
471,Material Furniture,Home Centre,4,1,1119.01,5695.13,Packet
472,Consider Clothing,Adidas,2,8,606.27,1913.55,Piece
473,Until Sports,Yonex,5,3,2427.86,3833.1,Litre
474,Answer Furniture,IKEA,4,10,3292.99,6660.76,Packet
475,Must Groceries,Aashirvaad,3,4,981.54,1383.65,Kg
476,Seek Electronics,Apple,1,9,1432.87,2692.76,Box
477,Company Electronics,Apple,1,1,4505.52,5794.53,Box
478,Will Groceries,Fortune,3,10,3276.8,5486.72,Piece
479,Answer Groceries,India Gate,3,10,2868.31,1845.83,Kg
480,Understand Groceries,Aashirvaad,3,9,1720.0,4974.22,Litre
481,Talk Groceries,Fortune,3,5,3717.37,2327.7,Litre
482,Style Clothing,Nike,2,3,1361.22,3044.29,Kg
483,Any Electronics,HP,1,5,1903.86,955.56,Kg
484,Consider Groceries,Fortune,3,4,634.05,3607.02,Litre
485,Number Furniture,Nilkamal,4,2,4903.72,5067.52,Packet
486,That Furniture,Nilkamal,4,7,1293.08,4507.38,Packet
487,Herself Furniture,Home Centre,4,8,320.62,6559.62,Box
488,Audience Sports,Cosco,5,8,3518.48,1269.43,Packet
489,Special Groceries,Aashirvaad,3,1,1515.98,5543.19,Kg
490,Produce Electronics,HP,1,1,269.22,3879.42,Packet
491,Of Sports,Nivia,5,1,3445.09,6071.27,Kg
492,Behavior Groceries,Fortune,3,6,2760.66,698.13,Piece
493,Much Sports,Nivia,5,4,2750.37,3683.0,Piece
494,Pull Electronics,Sony,1,3,4699.78,1796.56,Piece
495,More Sports,Cosco,5,5,358.13,582.59,Kg
496,This Electronics,Dell,1,10,4402.55,5284.42,Litre
497,Method Furniture,IKEA,4,1,1299.33,4012.86,Box
498,Knowledge Sports,Nivia,5,10,547.71,5416.98,Litre
499,Work Groceries,India Gate,3,4,3522.28,1019.88,Packet
500,Environment Furniture,IKEA,4,9,151.35,3158.62,Piece
501,Part Electronics,Sony,1,4,3590.72,3771.77,Litre
502,Behind Sports,Nivia,5,6,1928.27,3446.8,Box
503,Choice Groceries,Fortune,3,8,1562.63,3908.19,Litre
504,Anything Groceries,Fortune,3,7,409.65,3027.31,Packet
505,Company Furniture,Nilkamal,4,10,2155.78,2602.49,Piece
506,Prove Furniture,IKEA,4,6,4948.92,2872.34,Piece
507,Join Groceries,India Gate,3,3,2367.57,6045.57,Piece
508,Material Sports,Cosco,5,3,1097.02,1315.92,Box
509,Prepare Sports,Nivia,5,9,2173.98,2918.02,Packet
510,Word Furniture,Nilkamal,4,8,3973.13,3801.53,Packet
511,Firm Clothing,Adidas,2,3,4600.3,5425.19,Piece
512,Nor Furniture,Home Centre,4,1,1242.61,3553.3,Packet
513,Wide Sports,Yonex,5,8,3685.94,5098.47,Kg
514,New Sports,Yonex,5,2,1865.39,1001.68,Piece
515,Tv Sports,Cosco,5,6,3062.96,6222.48,Packet
516,True Clothing,Adidas,2,7,633.89,2999.78,Piece
517,Trial Sports,Cosco,5,5,537.5,500.26,Piece
518,Call Electronics,Sony,1,7,2602.68,4420.57,Litre
519,Operation Electronics,Sony,1,6,4260.3,4770.71,Box
520,Very Clothing,Levis,2,10,1840.42,4441.02,Box
521,Prepare Furniture,Home Centre,4,10,1282.02,6497.92,Litre
522,Simple Furniture,IKEA,4,7,4419.57,6411.93,Litre
523,Agree Electronics,HP,1,2,2400.68,4547.71,Packet
524,Down Furniture,IKEA,4,7,3910.24,555.51,Box
525,Indicate Furniture,Nilkamal,4,7,2904.74,5574.05,Litre
526,Various Groceries,Fortune,3,3,4298.47,2262.86,Packet
527,Small Clothing,Adidas,2,3,1078.65,4847.91,Box
528,Surface Electronics,Samsung,1,1,3884.76,920.37,Box
529,After Groceries,Fortune,3,6,3311.5,3310.61,Box
530,Will Clothing,Nike,2,8,907.09,3223.88,Kg
531,Relate Sports,Cosco,5,1,3303.23,6971.59,Litre
532,And Groceries,India Gate,3,1,1560.24,4358.99,Piece
533,So Sports,Cosco,5,6,2635.54,4330.55,Kg
534,Close Clothing,Nike,2,5,3791.34,1683.12,Kg
535,Case Furniture,Nilkamal,4,1,116.01,4314.73,Box
536,Watch Furniture,IKEA,4,1,2327.55,4603.32,Piece
537,What Electronics,Samsung,1,4,4721.55,4288.0,Box
538,Body Sports,Nivia,5,9,4803.98,5637.78,Litre
539,Mean Groceries,Fortune,3,2,2553.3,6247.03,Kg
540,Value Clothing,Levis,2,8,2226.27,4421.48,Packet
541,Congress Furniture,Nilkamal,4,1,1116.71,1527.71,Kg
542,Rock Groceries,Aashirvaad,3,7,4794.14,4004.28,Packet
543,Bad Groceries,Aashirvaad,3,10,1347.37,6586.31,Packet
544,Deal Sports,Cosco,5,9,123.6,700.26,Box
545,Call Furniture,Nilkamal,4,7,486.58,6878.9,Box
546,Industry Groceries,Fortune,3,2,4894.7,5275.07,Packet
547,Matter Clothing,Levis,2,6,3357.42,4417.28,Packet
548,Ask Clothing,Nike,2,10,4038.23,2637.92,Box
549,Western Furniture,Home Centre,4,3,3657.01,3097.55,Litre
550,Series Clothing,Adidas,2,7,338.2,1059.06,Litre
551,Rise Electronics,Apple,1,4,2388.47,4711.67,Piece
552,Price Sports,Yonex,5,1,3598.22,1645.58,Piece
553,Brother Clothing,Adidas,2,10,1173.61,3032.34,Box
554,Message Clothing,Nike,2,6,661.44,6157.67,Piece
555,Whether Furniture,IKEA,4,3,3397.38,5760.82,Piece
556,Miss Groceries,Fortune,3,5,1446.54,3455.12,Litre
557,Outside Sports,Yonex,5,2,1572.93,4633.27,Packet
558,Unit Clothing,Puma,2,3,4791.16,1573.16,Piece
559,Easy Sports,Yonex,5,4,3798.24,5929.23,Packet
560,Discuss Furniture,Nilkamal,4,1,4172.54,5387.58,Litre
561,Bank Clothing,Levis,2,8,711.72,5763.21,Piece
562,Under Clothing,Puma,2,1,4225.01,3901.38,Kg
563,Tv Electronics,Dell,1,3,335.07,5280.83,Box
564,This Clothing,Levis,2,1,1277.97,2820.1,Packet
565,Instead Groceries,Aashirvaad,3,9,1745.7,1022.75,Packet
566,Order Groceries,India Gate,3,5,236.74,2581.62,Box
567,Both Electronics,Dell,1,6,1687.25,1464.57,Box
568,Player Furniture,Nilkamal,4,1,3090.27,1521.09,Piece
569,Son Groceries,Fortune,3,2,1094.59,5974.34,Litre
570,Base Furniture,Home Centre,4,4,833.44,3583.74,Packet
571,Realize Electronics,Apple,1,7,2464.92,5186.14,Litre
572,Student Sports,Nivia,5,5,3099.1,5052.63,Packet
573,Similar Groceries,India Gate,3,6,4750.56,4032.27,Packet
574,General Sports,Nivia,5,1,2953.2,6930.51,Piece
575,Probably Groceries,India Gate,3,1,4726.36,4003.98,Litre
576,Respond Sports,Yonex,5,2,3063.15,5828.87,Box
577,Catch Furniture,Home Centre,4,6,967.79,4993.24,Packet
578,Long Electronics,HP,1,8,2883.85,2445.74,Kg
579,History Clothing,Levis,2,10,876.49,1307.37,Kg
580,Truth Clothing,Puma,2,7,3083.74,4840.47,Kg
581,Perhaps Clothing,Puma,2,10,164.06,2661.51,Box
582,Most Electronics,Sony,1,5,1062.28,832.25,Box
583,Same Groceries,Fortune,3,6,2562.36,3635.96,Packet
584,Space Electronics,Dell,1,8,3061.71,1006.39,Kg
585,Skill Clothing,Puma,2,1,349.39,5989.7,Litre
586,Quality Sports,Cosco,5,10,4208.77,5347.67,Piece
587,Hold Groceries,Fortune,3,1,948.29,5671.67,Piece
588,Record Clothing,Nike,2,9,2470.96,5113.08,Piece
589,Attack Sports,Yonex,5,8,1137.33,4647.91,Piece
590,Policy Groceries,Fortune,3,6,1491.36,2206.95,Box
591,Military Sports,Nivia,5,2,4036.3,1736.74,Packet
592,Thus Furniture,IKEA,4,6,965.38,5485.03,Box
593,Significant Electronics,HP,1,8,3624.36,2919.07,Packet
594,Foot Sports,Yonex,5,5,825.36,5663.11,Piece
595,Fear Clothing,Puma,2,5,3724.26,5342.81,Packet
596,That Sports,Yonex,5,4,1940.16,2130.05,Kg
597,Various Electronics,Apple,1,3,4991.31,3703.85,Piece
598,Possible Sports,Nivia,5,3,1359.63,6167.85,Litre
599,Section Groceries,Fortune,3,8,1068.38,5187.11,Litre
600,Season Electronics,Samsung,1,2,220.29,3652.56,Piece
601,Ability Electronics,Sony,1,9,2508.12,4447.66,Box
602,Old Sports,Nivia,5,9,1968.03,6003.33,Packet
603,Tend Furniture,Home Centre,4,8,170.41,3317.2,Packet
604,North Clothing,Nike,2,9,3081.57,3430.24,Piece
605,Finally Groceries,Aashirvaad,3,10,3058.66,6220.06,Box
606,Time Sports,Nivia,5,3,769.78,2570.6,Litre
607,Practice Clothing,Nike,2,6,1248.79,1266.71,Kg
608,Young Furniture,Nilkamal,4,6,1875.89,6342.82,Packet
609,Catch Sports,Yonex,5,4,2191.37,6327.45,Packet
610,Moment Clothing,Puma,2,5,1258.1,2275.17,Packet
611,Help Sports,Yonex,5,5,2430.28,5283.06,Kg
612,Particularly Clothing,Levis,2,3,4905.18,4881.11,Packet
613,Morning Clothing,Adidas,2,9,247.24,6993.03,Piece
614,Chair Furniture,Nilkamal,4,8,1228.31,1300.67,Piece
615,Instead Electronics,Sony,1,1,1937.36,5278.69,Piece
616,Land Clothing,Puma,2,8,1854.3,4952.51,Litre
617,Plant Electronics,Sony,1,2,2218.49,3952.16,Kg
618,Take Electronics,Dell,1,10,3537.92,4441.48,Kg
619,Action Electronics,Dell,1,6,2747.32,1167.87,Kg
620,Station Furniture,Nilkamal,4,9,4149.12,4456.33,Box
621,Ever Furniture,Home Centre,4,8,2375.41,4710.61,Box
622,Amount Electronics,HP,1,4,1662.5,534.03,Litre
623,Effort Clothing,Nike,2,9,4645.6,3567.51,Box
624,Election Groceries,India Gate,3,2,294.91,6170.8,Litre
625,Build Clothing,Levis,2,5,4514.0,5079.27,Kg
626,Development Groceries,Fortune,3,8,3435.5,2253.92,Piece
627,Drug Groceries,Fortune,3,3,1276.32,4308.42,Piece
628,Sea Furniture,Nilkamal,4,10,2617.21,2914.04,Packet
629,Think Groceries,Fortune,3,2,4501.93,1295.44,Litre
630,Support Sports,Cosco,5,2,4809.71,3865.81,Packet
631,Myself Furniture,Nilkamal,4,8,1131.2,6975.97,Piece
632,Provide Electronics,Sony,1,5,4490.78,4921.17,Litre
633,Night Groceries,Fortune,3,2,512.61,5049.26,Kg
634,Girl Furniture,IKEA,4,10,4606.92,6574.86,Piece
635,Over Groceries,India Gate,3,1,416.05,1192.01,Packet
636,Door Sports,Yonex,5,5,335.64,1654.57,Kg
637,Specific Electronics,Apple,1,10,2207.54,2577.18,Packet
638,Participant Clothing,Puma,2,1,3804.29,1310.86,Litre
639,Rock Electronics,HP,1,9,1153.98,2631.79,Piece
640,Perhaps Electronics,Samsung,1,6,3049.12,2261.9,Litre
641,Soldier Electronics,Dell,1,6,2464.61,5955.19,Packet
642,Available Electronics,Apple,1,3,1737.68,661.97,Packet
643,Early Groceries,India Gate,3,10,1782.38,4103.03,Packet
644,General Groceries,India Gate,3,3,3424.61,3544.7,Packet
645,Light Sports,Cosco,5,1,4812.76,5374.17,Kg
646,Former Clothing,Nike,2,9,1726.57,2889.38,Box
647,Guess Sports,Nivia,5,7,2547.7,2229.74,Box
648,Probably Groceries,Aashirvaad,3,1,186.37,1657.11,Piece
649,Executive Furniture,Home Centre,4,5,4486.55,6489.64,Packet
650,You Electronics,Samsung,1,9,194.59,629.06,Kg
651,Chance Groceries,Fortune,3,1,1024.75,6633.99,Piece
652,Voice Furniture,IKEA,4,8,1217.48,6694.7,Litre
653,Suddenly Clothing,Nike,2,3,3240.83,557.51,Kg
654,How Groceries,Fortune,3,5,3154.87,2443.83,Litre
655,Take Furniture,IKEA,4,1,2677.49,3973.37,Litre
656,Factor Clothing,Nike,2,10,1448.61,4038.25,Box
657,Enter Sports,Yonex,5,5,2127.16,4636.39,Box
658,Beyond Furniture,IKEA,4,9,4776.65,5225.86,Litre
659,Leave Groceries,India Gate,3,8,1383.68,2529.88,Litre
660,Nearly Groceries,Fortune,3,10,993.76,1330.8,Kg
661,Without Groceries,Aashirvaad,3,2,2847.49,3263.45,Litre
662,Cost Furniture,Home Centre,4,1,1610.01,5165.06,Piece
663,Southern Clothing,Nike,2,6,4965.38,4320.08,Packet
664,Hospital Groceries,Fortune,3,3,4710.54,6682.11,Piece
665,East Furniture,Home Centre,4,4,4528.69,1136.97,Litre
666,Stand Groceries,Fortune,3,3,699.98,4884.16,Piece
667,Common Clothing,Nike,2,6,3129.66,4928.95,Kg
668,Center Furniture,Home Centre,4,5,2126.37,5474.13,Piece
669,Water Electronics,Dell,1,3,1487.36,3190.73,Kg
670,Special Sports,Cosco,5,8,1349.74,1363.01,Piece
671,Meeting Furniture,Nilkamal,4,9,425.6,5459.08,Litre
672,North Clothing,Levis,2,5,2923.95,5645.9,Box
673,Ready Furniture,Nilkamal,4,1,2837.59,3803.16,Packet
674,Involve Electronics,Samsung,1,8,3046.32,3474.58,Packet
675,Per Groceries,Fortune,3,3,1027.13,2524.82,Packet
676,Computer Electronics,HP,1,4,1038.18,1789.34,Packet
677,Compare Clothing,Levis,2,3,1605.1,2733.89,Kg
678,Long Sports,Cosco,5,7,2714.25,959.57,Kg
679,Fish Furniture,IKEA,4,9,2218.64,2076.66,Piece
680,Them Groceries,Fortune,3,10,4907.31,5899.79,Piece
681,Nothing Groceries,Aashirvaad,3,10,2494.54,3548.92,Kg
682,Store Furniture,Home Centre,4,10,4324.4,3295.0,Piece
683,Itself Furniture,IKEA,4,4,1858.13,1873.77,Kg
684,Medical Furniture,IKEA,4,10,2581.14,4213.91,Box
685,Factor Sports,Nivia,5,4,165.29,2587.07,Litre
686,Drop Sports,Cosco,5,3,2369.35,3916.78,Piece
687,Production Groceries,Aashirvaad,3,1,3148.38,6920.39,Box
688,Month Sports,Cosco,5,7,2703.59,6009.18,Piece
689,Religious Groceries,India Gate,3,5,1201.97,3200.53,Packet
690,Buy Clothing,Nike,2,2,2839.92,1317.9,Box
691,Enough Furniture,Home Centre,4,3,2148.76,715.14,Litre
692,Represent Furniture,Nilkamal,4,7,1606.88,5633.66,Box
693,Yes Groceries,India Gate,3,5,4537.08,5617.72,Kg
694,Hold Groceries,Aashirvaad,3,9,3845.08,6822.81,Packet
695,For Clothing,Puma,2,8,1908.96,4801.26,Litre
696,There Furniture,Home Centre,4,3,3769.37,5539.16,Box
697,Among Sports,Yonex,5,8,4992.52,2365.53,Piece
698,Present Electronics,Sony,1,5,3928.65,3616.09,Piece
699,Something Clothing,Puma,2,10,560.14,3141.01,Kg
700,Be Sports,Nivia,5,3,2774.06,5554.0,Piece
701,Reflect Electronics,Dell,1,8,4572.42,1534.36,Litre
702,Small Furniture,IKEA,4,6,4867.07,2524.95,Kg
703,Society Sports,Yonex,5,9,1066.16,1298.84,Packet
704,They Sports,Cosco,5,1,3568.16,3468.73,Kg
705,Task Groceries,Fortune,3,4,3899.77,6599.63,Litre
706,Build Sports,Cosco,5,9,3001.53,6666.71,Piece
707,Plan Furniture,IKEA,4,8,3358.17,4561.88,Piece
708,Claim Groceries,Aashirvaad,3,1,280.86,3163.21,Piece
709,Food Clothing,Adidas,2,6,4091.56,6061.27,Litre
710,Meet Electronics,Apple,1,6,3060.39,567.8,Packet
711,Serve Electronics,Dell,1,2,1002.96,2731.73,Packet
712,Per Electronics,Samsung,1,3,4277.4,6432.52,Box
713,Bed Sports,Cosco,5,7,4623.56,2850.31,Packet
714,Hand Groceries,Aashirvaad,3,7,675.5,5772.22,Box
715,Prevent Electronics,HP,1,3,4205.35,538.65,Box
716,Money Furniture,Nilkamal,4,9,4180.72,2241.7,Packet
717,Mother Electronics,Sony,1,5,1101.27,2186.53,Packet
718,Morning Clothing,Levis,2,10,1452.73,1230.9,Litre
719,Sport Sports,Cosco,5,4,3846.96,1822.73,Box
720,Part Furniture,Nilkamal,4,9,1693.69,6615.03,Kg
721,Total Furniture,IKEA,4,9,3071.74,5547.68,Packet
722,Modern Furniture,IKEA,4,5,2488.0,2768.61,Piece
723,Teacher Groceries,Fortune,3,8,4919.52,3528.14,Kg
724,Growth Clothing,Levis,2,2,1910.96,3200.75,Packet
725,Total Sports,Yonex,5,9,3647.41,4027.29,Litre
726,Bring Electronics,Samsung,1,6,1928.08,671.05,Kg
727,Class Groceries,Aashirvaad,3,1,1773.52,2765.72,Kg
728,Include Clothing,Puma,2,4,4762.33,2441.74,Litre
729,Step Electronics,Samsung,1,9,3018.51,4391.96,Packet
730,Over Furniture,Home Centre,4,6,2828.67,6481.78,Box
731,International Furniture,IKEA,4,1,1052.94,3328.96,Litre
732,Sea Furniture,Home Centre,4,2,4391.45,2395.49,Litre
733,Record Groceries,India Gate,3,8,343.84,6719.19,Kg
734,Subject Furniture,IKEA,4,5,115.89,4986.27,Kg
735,Security Sports,Nivia,5,10,1913.83,6821.5,Kg
736,Next Groceries,India Gate,3,7,2656.3,4443.35,Packet
737,Establish Clothing,Nike,2,2,4704.6,6573.92,Litre
738,Bed Sports,Nivia,5,4,2355.34,4183.42,Kg
739,Wall Groceries,India Gate,3,2,2915.23,3967.73,Packet
740,Reason Clothing,Adidas,2,6,1049.18,590.18,Kg
741,Lead Furniture,Nilkamal,4,6,278.74,3546.99,Packet
742,Idea Sports,Cosco,5,3,2168.46,2599.68,Litre
743,Art Furniture,IKEA,4,9,2649.12,1871.35,Piece
744,Newspaper Sports,Cosco,5,3,4334.44,4474.6,Piece
745,Member Sports,Nivia,5,8,1119.8,4818.97,Box
746,Special Sports,Nivia,5,3,1350.32,2743.05,Piece
747,Its Electronics,Sony,1,1,2844.43,2333.78,Box
748,Son Clothing,Levis,2,3,3962.28,5151.97,Piece
749,Today Sports,Cosco,5,9,179.69,1816.01,Litre
750,Himself Clothing,Puma,2,5,1776.22,5793.99,Piece
751,Officer Clothing,Levis,2,10,3559.38,2691.2,Piece
752,Family Electronics,Apple,1,9,4087.52,5813.7,Litre
753,Town Groceries,India Gate,3,2,2091.02,4430.56,Piece
754,Camera Furniture,Nilkamal,4,2,387.34,6128.3,Box
755,Plant Furniture,Nilkamal,4,6,4186.22,2498.39,Litre
756,Send Clothing,Puma,2,9,328.2,3249.93,Litre
757,Idea Furniture,Nilkamal,4,9,4474.69,6959.11,Kg
758,Glass Clothing,Levis,2,8,4259.52,3766.85,Kg
759,Huge Electronics,Apple,1,7,4223.13,4946.64,Litre
760,Bad Electronics,Samsung,1,3,1417.43,6219.36,Piece
761,Wear Clothing,Adidas,2,2,608.5,4280.29,Box
762,Sound Furniture,Home Centre,4,8,948.5,2595.03,Kg
763,Painting Clothing,Puma,2,3,1508.65,1142.25,Kg
764,Agent Electronics,Samsung,1,4,3988.25,3537.59,Kg
765,Already Clothing,Nike,2,1,2510.21,2793.29,Piece
766,Century Groceries,India Gate,3,3,2020.96,844.65,Piece
767,Alone Furniture,Home Centre,4,7,1809.14,3211.94,Box
768,I Electronics,Samsung,1,9,274.32,1500.23,Litre
769,This Groceries,Fortune,3,5,3095.75,6505.38,Packet
770,Right Furniture,Home Centre,4,2,2212.16,917.74,Piece
771,Over Furniture,Home Centre,4,7,689.38,3020.61,Litre
772,Check Groceries,India Gate,3,6,2273.28,4222.14,Piece
773,Statement Sports,Cosco,5,6,173.78,572.04,Box
774,Design Sports,Yonex,5,1,4624.35,3897.59,Piece
775,Exactly Furniture,Nilkamal,4,5,2126.97,6929.24,Litre
776,Former Furniture,IKEA,4,3,4180.18,5264.01,Piece
777,Total Sports,Nivia,5,6,2424.87,3608.49,Litre
778,Ever Clothing,Nike,2,9,1388.53,866.59,Packet
779,Could Groceries,India Gate,3,8,884.27,6010.17,Piece
780,Laugh Clothing,Nike,2,2,3906.0,2434.05,Piece
781,Institution Clothing,Adidas,2,10,4906.69,4484.93,Piece
782,House Groceries,Aashirvaad,3,4,367.43,4468.67,Packet
783,Strong Furniture,Home Centre,4,6,1050.36,6436.07,Kg
784,Carry Groceries,Fortune,3,9,1122.4,3367.6,Box
785,Whose Clothing,Adidas,2,10,3304.7,5206.66,Kg
786,Three Sports,Nivia,5,2,2888.16,4262.94,Kg
787,That Clothing,Adidas,2,1,1387.45,1177.81,Litre
788,Chair Electronics,Samsung,1,1,550.21,5169.67,Litre
789,Direction Groceries,Aashirvaad,3,5,3981.04,1644.28,Piece
790,Gas Furniture,Nilkamal,4,9,2608.3,3916.22,Litre
791,Way Electronics,Sony,1,9,3988.93,1531.01,Kg
792,Religious Sports,Cosco,5,3,2517.1,6472.84,Piece
793,Assume Clothing,Levis,2,7,3046.46,925.44,Litre
794,Name Clothing,Puma,2,6,4604.41,5401.45,Piece
795,Him Sports,Yonex,5,3,4150.62,4042.05,Box
796,Suddenly Electronics,Dell,1,1,1562.87,2059.35,Kg
797,Share Groceries,India Gate,3,7,1613.77,1677.13,Box
798,Reveal Clothing,Levis,2,9,4190.83,6896.38,Box
799,Create Sports,Yonex,5,10,2490.84,6406.92,Kg
800,Democrat Furniture,IKEA,4,3,491.23,3671.73,Kg
801,Again Furniture,Home Centre,4,6,351.72,6162.34,Packet
802,Step Sports,Cosco,5,2,1570.09,3900.12,Box
803,Apply Sports,Yonex,5,8,1169.53,3764.01,Packet
804,Whom Clothing,Adidas,2,10,4606.78,3267.77,Kg
805,House Electronics,Samsung,1,8,2458.16,4707.52,Packet
806,And Clothing,Nike,2,8,965.13,4692.12,Piece
807,They Electronics,Sony,1,3,4576.4,3892.34,Packet
808,Citizen Clothing,Adidas,2,8,4217.33,3248.95,Litre
809,Simple Sports,Yonex,5,2,394.65,4280.09,Litre
810,Anything Clothing,Adidas,2,2,554.43,828.36,Kg
811,Simply Clothing,Adidas,2,7,3394.08,6342.15,Litre
812,See Clothing,Levis,2,9,2214.87,4291.22,Packet
813,Growth Clothing,Puma,2,6,2833.36,3752.0,Piece
814,Run Groceries,Fortune,3,6,1533.46,3313.28,Piece
815,Plant Clothing,Levis,2,9,4305.71,6132.92,Packet
816,Choose Furniture,Nilkamal,4,4,226.66,714.39,Box
817,Recognize Furniture,Nilkamal,4,6,2205.68,3548.14,Piece
818,Partner Electronics,Apple,1,7,3351.42,4213.35,Box
819,Out Sports,Nivia,5,1,1744.61,6577.75,Litre
820,Parent Sports,Yonex,5,9,4214.87,2327.33,Litre
821,According Groceries,Aashirvaad,3,1,3849.65,5861.84,Kg
822,Dinner Electronics,Sony,1,9,4500.45,2068.22,Litre
823,Herself Groceries,Fortune,3,2,3232.0,4772.74,Box
824,As Clothing,Adidas,2,10,1021.52,2529.32,Packet
825,Radio Groceries,Aashirvaad,3,9,4910.9,6171.36,Litre
826,Century Sports,Yonex,5,9,3173.21,6133.81,Packet
827,Question Furniture,Home Centre,4,5,2281.42,6155.77,Kg
828,Physical Clothing,Puma,2,2,3153.86,3456.38,Litre
829,Ask Groceries,Aashirvaad,3,3,2262.37,519.91,Packet
830,East Electronics,HP,1,6,470.15,4093.82,Box
831,Federal Groceries,Fortune,3,6,2337.33,3676.07,Piece
832,Beautiful Furniture,IKEA,4,1,1613.52,3624.62,Box
833,Color Groceries,India Gate,3,7,1308.66,2157.61,Piece
834,Dinner Groceries,Fortune,3,8,3373.15,4202.96,Piece
835,Court Sports,Nivia,5,5,1224.88,6069.73,Piece
836,Current Electronics,HP,1,7,4829.48,6300.1,Piece
837,During Sports,Nivia,5,6,4406.05,6294.17,Kg
838,Ever Electronics,Samsung,1,2,4032.51,3519.35,Kg
839,Democrat Sports,Yonex,5,6,3277.55,2882.03,Packet
840,Direction Clothing,Nike,2,6,4708.0,4114.12,Litre
841,Your Clothing,Adidas,2,9,1983.02,1881.41,Kg
842,Baby Sports,Cosco,5,1,833.26,3806.82,Packet
843,Choice Groceries,Fortune,3,2,3986.64,2457.9,Box
844,Choose Electronics,Apple,1,7,4342.05,2300.43,Piece
845,Political Sports,Cosco,5,5,1334.64,4384.32,Kg
846,Relate Electronics,Apple,1,1,376.88,5487.67,Box
847,Catch Clothing,Puma,2,6,2585.63,6573.37,Kg
848,Animal Furniture,IKEA,4,4,103.83,1473.61,Packet
849,Voice Furniture,IKEA,4,4,3720.28,5159.37,Litre
850,Whom Electronics,Sony,1,3,720.53,1699.36,Box
851,Nearly Sports,Nivia,5,10,2363.13,6807.87,Kg
852,Building Electronics,Apple,1,3,2005.43,5296.61,Kg
853,Night Electronics,Samsung,1,6,4239.29,4967.96,Box
854,Campaign Sports,Nivia,5,9,2025.09,1415.56,Packet
855,Able Clothing,Adidas,2,10,2177.5,2128.17,Packet
856,Stuff Electronics,HP,1,8,353.68,2207.97,Box
857,Amount Furniture,IKEA,4,10,4629.39,5093.02,Box
858,Example Electronics,Samsung,1,2,317.41,5112.78,Litre
859,Lay Furniture,Home Centre,4,5,2450.39,6452.22,Piece
860,Current Clothing,Nike,2,9,4968.34,4757.83,Kg
861,Never Groceries,Fortune,3,9,1550.1,2781.83,Litre
862,Specific Groceries,Aashirvaad,3,1,4172.55,3036.8,Packet
863,Quite Groceries,India Gate,3,1,1201.64,5069.55,Litre
864,Business Clothing,Levis,2,1,3061.92,6703.78,Kg
865,Skin Sports,Nivia,5,7,2223.22,1936.79,Packet
866,Everybody Groceries,Fortune,3,7,815.12,3824.63,Litre
867,As Sports,Nivia,5,6,3873.19,4681.85,Packet
868,Computer Clothing,Adidas,2,3,3003.74,5754.63,Box
869,Movie Electronics,HP,1,6,2333.93,2597.01,Litre
870,Subject Furniture,Home Centre,4,9,3189.56,2372.81,Piece
871,Culture Sports,Cosco,5,4,1081.88,1683.61,Kg
