inventory_id,product_id,store_id,stock_quantity,last_updated
37960,460,16,170,2026-07-07
37961,461,16,206,2026-07-07
37962,462,16,433,2026-07-07
37963,463,16,277,2026-07-07
37964,464,16,403,2026-07-07
37965,465,16,103,2026-07-07
37966,466,16,461,2026-07-07
37967,467,16,83,2026-07-07
37968,468,16,289,2026-07-07
37969,469,16,366,2026-07-07
37970,470,16,266,2026-07-07
37971,471,16,272,2026-07-07
37972,472,16,432,2026-07-07
37973,473,16,411,2026-07-07
37974,474,16,340,2026-07-07
37975,475,16,376,2026-07-07
37976,476,16,362,2026-07-07
37977,477,16,163,2026-07-07
37978,478,16,217,2026-07-07
37979,479,16,175,2026-07-07
37980,480,16,17,2026-07-07
37981,481,16,362,2026-07-07
37982,482,16,462,2026-07-07
37983,483,16,197,2026-07-07
37984,484,16,139,2026-07-07
37985,485,16,207,2026-07-07
37986,486,16,142,2026-07-07
37987,487,16,237,2026-07-07
37988,488,16,46,2026-07-07
37989,489,16,171,2026-07-07
37990,490,16,131,2026-07-07
37991,491,16,246,2026-07-07
37992,492,16,349,2026-07-07
37993,493,16,285,2026-07-07
37994,494,16,344,2026-07-07
37995,495,16,225,2026-07-07
37996,496,16,197,2026-07-07
37997,497,16,90,2026-07-07
37998,498,16,298,2026-07-07
37999,499,16,161,2026-07-07
38000,500,16,330,2026-07-07
38001,501,16,218,2026-07-07
38002,502,16,12,2026-07-07
38003,503,16,78,2026-07-07
38004,504,16,450,2026-07-07
38005,505,16,23,2026-07-07
38006,506,16,434,2026-07-07
38007,507,16,235,2026-07-07
38008,508,16,400,2026-07-07
38009,509,16,121,2026-07-07
38010,510,16,233,2026-07-07
38011,511,16,350,2026-07-07
38012,512,16,450,2026-07-07
38013,513,16,184,2026-07-07
38014,514,16,272,2026-07-07
38015,515,16,71,2026-07-07
38016,516,16,225,2026-07-07
38017,517,16,123,2026-07-07
38018,518,16,317,2026-07-07
38019,519,16,217,2026-07-07
38020,520,16,457,2026-07-07
38021,521,16,74,2026-07-07
38022,522,16,453,2026-07-07
38023,523,16,410,2026-07-07
38024,524,16,48,2026-07-07
38025,525,16,388,2026-07-07
38026,526,16,195,2026-07-07
38027,527,16,108,2026-07-07
38028,528,16,119,2026-07-07
38029,529,16,113,2026-07-07
38030,530,16,403,2026-07-07
38031,531,16,197,2026-07-07
38032,532,16,189,2026-07-07
38033,533,16,155,2026-07-07
38034,534,16,373,2026-07-07
38035,535,16,380,2026-07-07
38036,536,16,94,2026-07-07
38037,537,16,358,2026-07-07
38038,538,16,192,2026-07-07
38039,539,16,229,2026-07-07
38040,540,16,310,2026-07-07
38041,541,16,342,2026-07-07
38042,542,16,80,2026-07-07
38043,543,16,293,2026-07-07
38044,544,16,251,2026-07-07
38045,545,16,441,2026-07-07
38046,546,16,190,2026-07-07
38047,547,16,408,2026-07-07
38048,548,16,398,2026-07-07
38049,549,16,325,2026-07-07
38050,550,16,446,2026-07-07
38051,551,16,250,2026-07-07
38052,552,16,78,2026-07-07
38053,553,16,214,2026-07-07
38054,554,16,228,2026-07-07
38055,555,16,155,2026-07-07
38056,556,16,358,2026-07-07
38057,557,16,438,2026-07-07
38058,558,16,484,2026-07-07
38059,559,16,467,2026-07-07
38060,560,16,429,2026-07-07
38061,561,16,196,2026-07-07
38062,562,16,460,2026-07-07
38063,563,16,394,2026-07-07
38064,564,16,65,2026-07-07
38065,565,16,185,2026-07-07
38066,566,16,61,2026-07-07
38067,567,16,196,2026-07-07
38068,568,16,404,2026-07-07
38069,569,16,322,2026-07-07
38070,570,16,172,2026-07-07
38071,571,16,420,2026-07-07
38072,572,16,491,2026-07-07
38073,573,16,50,2026-07-07
38074,574,16,55,2026-07-07
38075,575,16,209,2026-07-07
38076,576,16,403,2026-07-07
38077,577,16,43,2026-07-07
38078,578,16,317,2026-07-07
38079,579,16,430,2026-07-07
38080,580,16,277,2026-07-07
38081,581,16,477,2026-07-07
38082,582,16,51,2026-07-07
38083,583,16,491,2026-07-07
38084,584,16,105,2026-07-07
38085,585,16,483,2026-07-07
38086,586,16,437,2026-07-07
38087,587,16,73,2026-07-07
38088,588,16,252,2026-07-07
38089,589,16,458,2026-07-07
38090,590,16,151,2026-07-07
38091,591,16,114,2026-07-07
38092,592,16,475,2026-07-07
38093,593,16,496,2026-07-07
38094,594,16,217,2026-07-07
38095,595,16,110,2026-07-07
38096,596,16,17,2026-07-07
38097,597,16,255,2026-07-07
38098,598,16,210,2026-07-07
38099,599,16,234,2026-07-07
38100,600,16,496,2026-07-07
38101,601,16,261,2026-07-07
38102,602,16,37,2026-07-07
38103,603,16,482,2026-07-07
38104,604,16,348,2026-07-07
38105,605,16,69,2026-07-07
38106,606,16,464,2026-07-07
38107,607,16,426,2026-07-07
38108,608,16,115,2026-07-07
38109,609,16,413,2026-07-07
38110,610,16,315,2026-07-07
38111,611,16,184,2026-07-07
38112,612,16,347,2026-07-07
38113,613,16,372,2026-07-07
38114,614,16,332,2026-07-07
38115,615,16,110,2026-07-07
38116,616,16,168,2026-07-07
38117,617,16,68,2026-07-07
38118,618,16,307,2026-07-07
38119,619,16,386,2026-07-07
38120,620,16,446,2026-07-07
38121,621,16,377,2026-07-07
38122,622,16,364,2026-07-07
38123,623,16,223,2026-07-07
38124,624,16,457,2026-07-07
38125,625,16,137,2026-07-07
38126,626,16,93,2026-07-07
38127,627,16,255,2026-07-07
38128,628,16,214,2026-07-07
38129,629,16,53,2026-07-07
38130,630,16,432,2026-07-07
38131,631,16,307,2026-07-07
38132,632,16,281,2026-07-07
38133,633,16,481,2026-07-07
38134,634,16,162,2026-07-07
38135,635,16,106,2026-07-07
38136,636,16,465,2026-07-07
38137,637,16,202,2026-07-07
38138,638,16,110,2026-07-07
38139,639,16,119,2026-07-07
38140,640,16,468,2026-07-07
38141,641,16,264,2026-07-07
38142,642,16,480,2026-07-07
38143,643,16,19,2026-07-07
38144,644,16,305,2026-07-07
38145,645,16,417,2026-07-07
38146,646,16,213,2026-07-07
38147,647,16,393,2026-07-07
38148,648,16,497,2026-07-07
38149,649,16,371,2026-07-07
38150,650,16,175,2026-07-07
38151,651,16,220,2026-07-07
38152,652,16,381,2026-07-07
38153,653,16,437,2026-07-07
38154,654,16,491,2026-07-07
38155,655,16,286,2026-07-07
38156,656,16,463,2026-07-07
38157,657,16,255,2026-07-07
38158,658,16,273,2026-07-07
38159,659,16,383,2026-07-07
38160,660,16,60,2026-07-07
38161,661,16,96,2026-07-07
38162,662,16,292,2026-07-07
38163,663,16,86,2026-07-07
38164,664,16,438,2026-07-07
38165,665,16,60,2026-07-07
38166,666,16,270,2026-07-07
38167,667,16,218,2026-07-07
38168,668,16,474,2026-07-07
38169,669,16,42,2026-07-07
38170,670,16,139,2026-07-07
38171,671,16,212,2026-07-07
38172,672,16,376,2026-07-07
38173,673,16,370,2026-07-07
38174,674,16,31,2026-07-07
38175,675,16,341,2026-07-07
38176,676,16,61,2026-07-07
38177,677,16,324,2026-07-07
38178,678,16,254,2026-07-07
38179,679,16,272,2026-07-07
38180,680,16,237,2026-07-07
38181,681,16,263,2026-07-07
38182,682,16,285,2026-07-07
38183,683,16,141,2026-07-07
38184,684,16,98,2026-07-07
38185,685,16,345,2026-07-07
38186,686,16,39,2026-07-07
38187,687,16,264,2026-07-07
38188,688,16,38,2026-07-07
38189,689,16,202,2026-07-07
38190,690,16,95,2026-07-07
38191,691,16,418,2026-07-07
38192,692,16,318,2026-07-07
38193,693,16,55,2026-07-07
38194,694,16,98,2026-07-07
38195,695,16,89,2026-07-07
38196,696,16,22,2026-07-07
38197,697,16,346,2026-07-07
38198,698,16,340,2026-07-07
38199,699,16,218,2026-07-07
38200,700,16,276,2026-07-07
38201,701,16,317,2026-07-07
38202,702,16,289,2026-07-07
38203,703,16,252,2026-07-07
38204,704,16,94,2026-07-07
38205,705,16,102,2026-07-07
38206,706,16,132,2026-07-07
38207,707,16,273,2026-07-07
38208,708,16,367,2026-07-07
38209,709,16,476,2026-07-07
38210,710,16,282,2026-07-07
38211,711,16,443,2026-07-07
38212,712,16,132,2026-07-07
38213,713,16,295,2026-07-07
38214,714,16,91,2026-07-07
38215,715,16,192,2026-07-07
38216,716,16,399,2026-07-07
38217,717,16,377,2026-07-07
38218,718,16,34,2026-07-07
38219,719,16,102,2026-07-07
38220,720,16,17,2026-07-07
38221,721,16,206,2026-07-07
38222,722,16,417,2026-07-07
38223,723,16,69,2026-07-07
38224,724,16,173,2026-07-07
38225,725,16,411,2026-07-07
38226,726,16,21,2026-07-07
38227,727,16,384,2026-07-07
38228,728,16,88,2026-07-07
38229,729,16,370,2026-07-07
38230,730,16,76,2026-07-07
38231,731,16,32,2026-07-07
38232,732,16,409,2026-07-07
38233,733,16,33,2026-07-07
38234,734,16,425,2026-07-07
38235,735,16,27,2026-07-07
38236,736,16,10,2026-07-07
38237,737,16,33,2026-07-07
38238,738,16,192,2026-07-07
38239,739,16,74,2026-07-07
38240,740,16,156,2026-07-07
38241,741,16,288,2026-07-07
38242,742,16,144,2026-07-07
38243,743,16,40,2026-07-07
38244,744,16,175,2026-07-07
38245,745,16,361,2026-07-07
38246,746,16,34,2026-07-07
38247,747,16,82,2026-07-07
38248,748,16,124,2026-07-07
38249,749,16,370,2026-07-07
38250,750,16,491,2026-07-07
38251,751,16,319,2026-07-07
38252,752,16,413,2026-07-07
38253,753,16,393,2026-07-07
38254,754,16,411,2026-07-07
38255,755,16,380,2026-07-07
38256,756,16,242,2026-07-07
38257,757,16,109,2026-07-07
38258,758,16,178,2026-07-07
38259,759,16,487,2026-07-07
38260,760,16,303,2026-07-07
38261,761,16,336,2026-07-07
38262,762,16,24,2026-07-07
38263,763,16,161,2026-07-07
38264,764,16,155,2026-07-07
38265,765,16,296,2026-07-07
38266,766,16,67,2026-07-07
38267,767,16,83,2026-07-07
38268,768,16,138,2026-07-07
38269,769,16,449,2026-07-07
38270,770,16,31,2026-07-07
38271,771,16,333,2026-07-07
38272,772,16,322,2026-07-07
38273,773,16,302,2026-07-07
38274,774,16,482,2026-07-07
38275,775,16,145,2026-07-07
38276,776,16,201,2026-07-07
38277,777,16,473,2026-07-07
38278,778,16,255,2026-07-07
38279,779,16,356,2026-07-07
38280,780,16,92,2026-07-07
38281,781,16,82,2026-07-07
38282,782,16,362,2026-07-07
38283,783,16,165,2026-07-07
38284,784,16,72,2026-07-07
38285,785,16,261,2026-07-07
38286,786,16,64,2026-07-07
38287,787,16,213,2026-07-07
38288,788,16,428,2026-07-07
38289,789,16,251,2026-07-07
38290,790,16,171,2026-07-07
38291,791,16,71,2026-07-07
38292,792,16,304,2026-07-07
38293,793,16,26,2026-07-07
38294,794,16,367,2026-07-07
38295,795,16,209,2026-07-07
38296,796,16,173,2026-07-07
38297,797,16,252,2026-07-07
38298,798,16,132,2026-07-07
38299,799,16,208,2026-07-07
38300,800,16,111,2026-07-07
38301,801,16,13,2026-07-07
38302,802,16,108,2026-07-07
38303,803,16,478,2026-07-07
38304,804,16,151,2026-07-07
38305,805,16,474,2026-07-07
38306,806,16,476,2026-07-07
38307,807,16,219,2026-07-07
38308,808,16,405,2026-07-07
38309,809,16,308,2026-07-07
38310,810,16,69,2026-07-07
38311,811,16,172,2026-07-07
38312,812,16,371,2026-07-07
38313,813,16,303,2026-07-07
38314,814,16,255,2026-07-07
38315,815,16,369,2026-07-07
38316,816,16,326,2026-07-07
38317,817,16,183,2026-07-07
38318,818,16,330,2026-07-07
38319,819,16,400,2026-07-07
38320,820,16,445,2026-07-07
38321,821,16,156,2026-07-07
38322,822,16,53,2026-07-07
38323,823,16,466,2026-07-07
38324,824,16,406,2026-07-07
38325,825,16,495,2026-07-07
38326,826,16,239,2026-07-07
38327,827,16,425,2026-07-07
38328,828,16,106,2026-07-07
38329,829,16,245,2026-07-07
38330,830,16,292,2026-07-07
38331,831,16,262,2026-07-07
38332,832,16,68,2026-07-07
38333,833,16,175,2026-07-07
38334,834,16,235,2026-07-07
38335,835,16,106,2026-07-07
38336,836,16,194,2026-07-07
38337,837,16,75,2026-07-07
38338,838,16,115,2026-07-07
38339,839,16,289,2026-07-07
38340,840,16,499,2026-07-07
38341,841,16,261,2026-07-07
38342,842,16,451,2026-07-07
38343,843,16,388,2026-07-07
38344,844,16,223,2026-07-07
38345,845,16,248,2026-07-07
38346,846,16,452,2026-07-07
38347,847,16,150,2026-07-07
38348,848,16,401,2026-07-07
38349,849,16,217,2026-07-07
38350,850,16,71,2026-07-07
38351,851,16,113,2026-07-07
38352,852,16,463,2026-07-07
38353,853,16,254,2026-07-07
38354,854,16,353,2026-07-07
38355,855,16,121,2026-07-07
38356,856,16,340,2026-07-07
38357,857,16,75,2026-07-07
38358,858,16,329,2026-07-07
38359,859,16,275,2026-07-07
38360,860,16,135,2026-07-07
38361,861,16,335,2026-07-07
38362,862,16,261,2026-07-07
38363,863,16,395,2026-07-07
38364,864,16,76,2026-07-07
38365,865,16,121,2026-07-07
38366,866,16,235,2026-07-07
38367,867,16,373,2026-07-07
38368,868,16,384,2026-07-07
38369,869,16,111,2026-07-07
38370,870,16,454,2026-07-07
38371,871,16,400,2026-07-07
38372,872,16,100,2026-07-07
38373,873,16,121,2026-07-07
38374,874,16,138,2026-07-07
38375,875,16,330,2026-07-07
38376,876,16,70,2026-07-07
38377,877,16,182,2026-07-07
38378,878,16,451,2026-07-07
38379,879,16,324,2026-07-07
38380,880,16,73,2026-07-07
38381,881,16,411,2026-07-07
38382,882,16,337,2026-07-07
38383,883,16,408,2026-07-07
38384,884,16,101,2026-07-07
38385,885,16,314,2026-07-07
38386,886,16,47,2026-07-07
38387,887,16,383,2026-07-07
38388,888,16,256,2026-07-07
38389,889,16,337,2026-07-07
38390,890,16,345,2026-07-07
38391,891,16,230,2026-07-07
38392,892,16,52,2026-07-07
38393,893,16,187,2026-07-07
38394,894,16,137,2026-07-07
38395,895,16,479,2026-07-07
38396,896,16,343,2026-07-07
38397,897,16,26,2026-07-07
38398,898,16,270,2026-07-07
38399,899,16,85,2026-07-07
38400,900,16,425,2026-07-07
38401,901,16,450,2026-07-07
38402,902,16,453,2026-07-07
38403,903,16,428,2026-07-07
38404,904,16,399,2026-07-07
38405,905,16,456,2026-07-07
38406,906,16,261,2026-07-07
38407,907,16,189,2026-07-07
38408,908,16,333,2026-07-07
38409,909,16,286,2026-07-07
38410,910,16,121,2026-07-07
38411,911,16,432,2026-07-07
38412,912,16,453,2026-07-07
38413,913,16,101,2026-07-07
38414,914,16,458,2026-07-07
38415,915,16,413,2026-07-07
38416,916,16,256,2026-07-07
38417,917,16,438,2026-07-07
38418,918,16,302,2026-07-07
38419,919,16,444,2026-07-07
38420,920,16,288,2026-07-07
38421,921,16,416,2026-07-07
38422,922,16,213,2026-07-07
38423,923,16,425,2026-07-07
38424,924,16,491,2026-07-07
38425,925,16,482,2026-07-07
38426,926,16,100,2026-07-07
38427,927,16,217,2026-07-07
38428,928,16,31,2026-07-07
38429,929,16,82,2026-07-07
38430,930,16,51,2026-07-07
38431,931,16,18,2026-07-07
38432,932,16,136,2026-07-07
38433,933,16,470,2026-07-07
38434,934,16,169,2026-07-07
38435,935,16,261,2026-07-07
38436,936,16,75,2026-07-07
38437,937,16,227,2026-07-07
38438,938,16,51,2026-07-07
38439,939,16,114,2026-07-07
38440,940,16,61,2026-07-07
38441,941,16,465,2026-07-07
38442,942,16,209,2026-07-07
38443,943,16,281,2026-07-07
38444,944,16,405,2026-07-07
38445,945,16,77,2026-07-07
38446,946,16,455,2026-07-07
38447,947,16,337,2026-07-07
38448,948,16,408,2026-07-07
38449,949,16,381,2026-07-07
38450,950,16,93,2026-07-07
38451,951,16,89,2026-07-07
38452,952,16,129,2026-07-07
38453,953,16,369,2026-07-07
38454,954,16,180,2026-07-07
38455,955,16,92,2026-07-07
38456,956,16,106,2026-07-07
38457,957,16,477,2026-07-07
38458,958,16,269,2026-07-07
38459,959,16,170,2026-07-07
38460,960,16,51,2026-07-07
38461,961,16,459,2026-07-07
38462,962,16,483,2026-07-07
38463,963,16,469,2026-07-07
38464,964,16,224,2026-07-07
38465,965,16,98,2026-07-07
38466,966,16,380,2026-07-07
38467,967,16,252,2026-07-07
38468,968,16,103,2026-07-07
38469,969,16,196,2026-07-07
38470,970,16,320,2026-07-07
38471,971,16,177,2026-07-07
38472,972,16,461,2026-07-07
38473,973,16,387,2026-07-07
38474,974,16,435,2026-07-07
38475,975,16,169,2026-07-07
38476,976,16,355,2026-07-07
38477,977,16,236,2026-07-07
38478,978,16,137,2026-07-07
38479,979,16,125,2026-07-07
38480,980,16,290,2026-07-07
38481,981,16,343,2026-07-07
38482,982,16,21,2026-07-07
38483,983,16,303,2026-07-07
38484,984,16,105,2026-07-07
38485,985,16,459,2026-07-07
38486,986,16,401,2026-07-07
38487,987,16,405,2026-07-07
38488,988,16,152,2026-07-07
38489,989,16,320,2026-07-07
38490,990,16,120,2026-07-07
38491,991,16,135,2026-07-07
38492,992,16,390,2026-07-07
38493,993,16,224,2026-07-07
38494,994,16,195,2026-07-07
38495,995,16,399,2026-07-07
38496,996,16,474,2026-07-07
38497,997,16,341,2026-07-07
38498,998,16,410,2026-07-07
38499,999,16,322,2026-07-07
38500,1000,16,77,2026-07-07
38501,1001,16,189,2026-07-07
38502,1002,16,364,2026-07-07
38503,1003,16,360,2026-07-07
38504,1004,16,162,2026-07-07
38505,1005,16,322,2026-07-07
38506,1006,16,373,2026-07-07
38507,1007,16,41,2026-07-07
38508,1008,16,165,2026-07-07
38509,1009,16,346,2026-07-07
38510,1010,16,419,2026-07-07
38511,1011,16,454,2026-07-07
38512,1012,16,134,2026-07-07
38513,1013,16,294,2026-07-07
38514,1014,16,15,2026-07-07
38515,1015,16,457,2026-07-07
38516,1016,16,133,2026-07-07
38517,1017,16,156,2026-07-07
38518,1018,16,274,2026-07-07
38519,1019,16,227,2026-07-07
38520,1020,16,201,2026-07-07
38521,1021,16,222,2026-07-07
38522,1022,16,380,2026-07-07
38523,1023,16,327,2026-07-07
38524,1024,16,51,2026-07-07
38525,1025,16,183,2026-07-07
38526,1026,16,412,2026-07-07
38527,1027,16,183,2026-07-07
38528,1028,16,196,2026-07-07
38529,1029,16,336,2026-07-07
38530,1030,16,396,2026-07-07
38531,1031,16,157,2026-07-07
38532,1032,16,214,2026-07-07
38533,1033,16,247,2026-07-07
38534,1034,16,453,2026-07-07
38535,1035,16,477,2026-07-07
38536,1036,16,223,2026-07-07
38537,1037,16,38,2026-07-07
38538,1038,16,188,2026-07-07
38539,1039,16,198,2026-07-07
38540,1040,16,400,2026-07-07
38541,1041,16,30,2026-07-07
38542,1042,16,133,2026-07-07
38543,1043,16,431,2026-07-07
38544,1044,16,80,2026-07-07
38545,1045,16,377,2026-07-07
38546,1046,16,286,2026-07-07
38547,1047,16,401,2026-07-07
38548,1048,16,471,2026-07-07
38549,1049,16,325,2026-07-07
38550,1050,16,315,2026-07-07
38551,1051,16,147,2026-07-07
38552,1052,16,32,2026-07-07
38553,1053,16,237,2026-07-07
38554,1054,16,224,2026-07-07
38555,1055,16,291,2026-07-07
38556,1056,16,87,2026-07-07
38557,1057,16,297,2026-07-07
38558,1058,16,142,2026-07-07
38559,1059,16,112,2026-07-07
38560,1060,16,348,2026-07-07
38561,1061,16,101,2026-07-07
38562,1062,16,63,2026-07-07
38563,1063,16,416,2026-07-07
38564,1064,16,213,2026-07-07
38565,1065,16,41,2026-07-07
38566,1066,16,95,2026-07-07
38567,1067,16,329,2026-07-07
38568,1068,16,348,2026-07-07
38569,1069,16,334,2026-07-07
38570,1070,16,196,2026-07-07
38571,1071,16,243,2026-07-07
38572,1072,16,14,2026-07-07
38573,1073,16,212,2026-07-07
38574,1074,16,282,2026-07-07
38575,1075,16,370,2026-07-07
38576,1076,16,327,2026-07-07
38577,1077,16,287,2026-07-07
38578,1078,16,348,2026-07-07
38579,1079,16,279,2026-07-07
38580,1080,16,327,2026-07-07
38581,1081,16,85,2026-07-07
38582,1082,16,91,2026-07-07
38583,1083,16,146,2026-07-07
38584,1084,16,496,2026-07-07
38585,1085,16,470,2026-07-07
38586,1086,16,195,2026-07-07
38587,1087,16,77,2026-07-07
38588,1088,16,140,2026-07-07
38589,1089,16,88,2026-07-07
38590,1090,16,321,2026-07-07
38591,1091,16,106,2026-07-07
38592,1092,16,337,2026-07-07
38593,1093,16,22,2026-07-07
38594,1094,16,425,2026-07-07
38595,1095,16,54,2026-07-07
38596,1096,16,149,2026-07-07
38597,1097,16,397,2026-07-07
38598,1098,16,326,2026-07-07
38599,1099,16,127,2026-07-07
38600,1100,16,84,2026-07-07
38601,1101,16,350,2026-07-07
38602,1102,16,381,2026-07-07
38603,1103,16,469,2026-07-07
38604,1104,16,115,2026-07-07
38605,1105,16,463,2026-07-07
38606,1106,16,245,2026-07-07
38607,1107,16,106,2026-07-07
38608,1108,16,489,2026-07-07
38609,1109,16,333,2026-07-07
38610,1110,16,306,2026-07-07
38611,1111,16,426,2026-07-07
38612,1112,16,479,2026-07-07
38613,1113,16,463,2026-07-07
38614,1114,16,66,2026-07-07
38615,1115,16,234,2026-07-07
38616,1116,16,175,2026-07-07
38617,1117,16,360,2026-07-07
38618,1118,16,342,2026-07-07
38619,1119,16,260,2026-07-07
38620,1120,16,370,2026-07-07
38621,1121,16,487,2026-07-07
38622,1122,16,196,2026-07-07
38623,1123,16,461,2026-07-07
38624,1124,16,303,2026-07-07
38625,1125,16,325,2026-07-07
38626,1126,16,245,2026-07-07
38627,1127,16,290,2026-07-07
38628,1128,16,275,2026-07-07
38629,1129,16,84,2026-07-07
38630,1130,16,359,2026-07-07
38631,1131,16,25,2026-07-07
38632,1132,16,485,2026-07-07
38633,1133,16,57,2026-07-07
38634,1134,16,489,2026-07-07
38635,1135,16,277,2026-07-07
38636,1136,16,284,2026-07-07
38637,1137,16,86,2026-07-07
38638,1138,16,238,2026-07-07
38639,1139,16,440,2026-07-07
38640,1140,16,193,2026-07-07
38641,1141,16,434,2026-07-07
38642,1142,16,340,2026-07-07
38643,1143,16,161,2026-07-07
38644,1144,16,169,2026-07-07
38645,1145,16,278,2026-07-07
38646,1146,16,379,2026-07-07
38647,1147,16,126,2026-07-07
38648,1148,16,325,2026-07-07
38649,1149,16,477,2026-07-07
38650,1150,16,100,2026-07-07
38651,1151,16,323,2026-07-07
38652,1152,16,478,2026-07-07
38653,1153,16,96,2026-07-07
38654,1154,16,49,2026-07-07
38655,1155,16,218,2026-07-07
38656,1156,16,461,2026-07-07
38657,1157,16,114,2026-07-07
38658,1158,16,66,2026-07-07
38659,1159,16,379,2026-07-07
38660,1160,16,240,2026-07-07
38661,1161,16,345,2026-07-07
38662,1162,16,148,2026-07-07
38663,1163,16,176,2026-07-07
38664,1164,16,464,2026-07-07
38665,1165,16,483,2026-07-07
38666,1166,16,437,2026-07-07
38667,1167,16,309,2026-07-07
38668,1168,16,139,2026-07-07
38669,1169,16,448,2026-07-07
38670,1170,16,23,2026-07-07
38671,1171,16,32,2026-07-07
38672,1172,16,106,2026-07-07
38673,1173,16,314,2026-07-07
38674,1174,16,279,2026-07-07
38675,1175,16,303,2026-07-07
38676,1176,16,434,2026-07-07
38677,1177,16,472,2026-07-07
38678,1178,16,268,2026-07-07
38679,1179,16,11,2026-07-07
38680,1180,16,93,2026-07-07
38681,1181,16,350,2026-07-07
38682,1182,16,365,2026-07-07
38683,1183,16,278,2026-07-07
38684,1184,16,224,2026-07-07
38685,1185,16,83,2026-07-07
38686,1186,16,394,2026-07-07
38687,1187,16,198,2026-07-07
38688,1188,16,191,2026-07-07
38689,1189,16,273,2026-07-07
38690,1190,16,459,2026-07-07
38691,1191,16,372,2026-07-07
38692,1192,16,264,2026-07-07
38693,1193,16,26,2026-07-07
38694,1194,16,147,2026-07-07
38695,1195,16,156,2026-07-07
38696,1196,16,179,2026-07-07
38697,1197,16,60,2026-07-07
38698,1198,16,69,2026-07-07
38699,1199,16,470,2026-07-07
38700,1200,16,18,2026-07-07
38701,1201,16,355,2026-07-07
38702,1202,16,202,2026-07-07
38703,1203,16,184,2026-07-07
38704,1204,16,228,2026-07-07
38705,1205,16,460,2026-07-07
38706,1206,16,250,2026-07-07
38707,1207,16,400,2026-07-07
38708,1208,16,394,2026-07-07
38709,1209,16,288,2026-07-07
38710,1210,16,30,2026-07-07
38711,1211,16,496,2026-07-07
38712,1212,16,112,2026-07-07
38713,1213,16,239,2026-07-07
38714,1214,16,496,2026-07-07
38715,1215,16,240,2026-07-07
38716,1216,16,164,2026-07-07
38717,1217,16,247,2026-07-07
38718,1218,16,287,2026-07-07
38719,1219,16,137,2026-07-07
38720,1220,16,444,2026-07-07
38721,1221,16,418,2026-07-07
38722,1222,16,149,2026-07-07
38723,1223,16,79,2026-07-07
38724,1224,16,162,2026-07-07
38725,1225,16,240,2026-07-07
38726,1226,16,220,2026-07-07
38727,1227,16,43,2026-07-07
38728,1228,16,491,2026-07-07
38729,1229,16,222,2026-07-07
38730,1230,16,293,2026-07-07
38731,1231,16,263,2026-07-07
38732,1232,16,250,2026-07-07
38733,1233,16,352,2026-07-07
38734,1234,16,279,2026-07-07
38735,1235,16,152,2026-07-07
38736,1236,16,147,2026-07-07
38737,1237,16,42,2026-07-07
38738,1238,16,214,2026-07-07
38739,1239,16,390,2026-07-07
38740,1240,16,431,2026-07-07
38741,1241,16,378,2026-07-07
38742,1242,16,259,2026-07-07
38743,1243,16,226,2026-07-07
38744,1244,16,279,2026-07-07
38745,1245,16,352,2026-07-07
38746,1246,16,320,2026-07-07
38747,1247,16,68,2026-07-07
38748,1248,16,371,2026-07-07
38749,1249,16,430,2026-07-07
38750,1250,16,231,2026-07-07
38751,1251,16,268,2026-07-07
38752,1252,16,425,2026-07-07
38753,1253,16,405,2026-07-07
38754,1254,16,313,2026-07-07
38755,1255,16,490,2026-07-07
38756,1256,16,418,2026-07-07
38757,1257,16,72,2026-07-07
38758,1258,16,71,2026-07-07
38759,1259,16,208,2026-07-07
38760,1260,16,431,2026-07-07
38761,1261,16,31,2026-07-07
38762,1262,16,134,2026-07-07
38763,1263,16,389,2026-07-07
38764,1264,16,283,2026-07-07
38765,1265,16,86,2026-07-07
38766,1266,16,21,2026-07-07
38767,1267,16,186,2026-07-07
38768,1268,16,45,2026-07-07
38769,1269,16,47,2026-07-07
38770,1270,16,185,2026-07-07
38771,1271,16,420,2026-07-07
38772,1272,16,322,2026-07-07
38773,1273,16,475,2026-07-07
38774,1274,16,175,2026-07-07
38775,1275,16,412,2026-07-07
38776,1276,16,79,2026-07-07
38777,1277,16,258,2026-07-07
38778,1278,16,365,2026-07-07
38779,1279,16,350,2026-07-07
38780,1280,16,465,2026-07-07
38781,1281,16,415,2026-07-07
38782,1282,16,407,2026-07-07
38783,1283,16,450,2026-07-07
38784,1284,16,48,2026-07-07
38785,1285,16,115,2026-07-07
38786,1286,16,212,2026-07-07
38787,1287,16,223,2026-07-07
38788,1288,16,12,2026-07-07
38789,1289,16,308,2026-07-07
38790,1290,16,477,2026-07-07
38791,1291,16,481,2026-07-07
38792,1292,16,354,2026-07-07
38793,1293,16,329,2026-07-07
38794,1294,16,79,2026-07-07
38795,1295,16,11,2026-07-07
38796,1296,16,149,2026-07-07
38797,1297,16,23,2026-07-07
38798,1298,16,400,2026-07-07
38799,1299,16,72,2026-07-07
38800,1300,16,492,2026-07-07
38801,1301,16,114,2026-07-07
38802,1302,16,407,2026-07-07
38803,1303,16,186,2026-07-07
38804,1304,16,371,2026-07-07
38805,1305,16,97,2026-07-07
38806,1306,16,147,2026-07-07
38807,1307,16,360,2026-07-07
38808,1308,16,306,2026-07-07
38809,1309,16,60,2026-07-07
38810,1310,16,346,2026-07-07
38811,1311,16,153,2026-07-07
38812,1312,16,353,2026-07-07
